 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                he4           c12           o16           ne20          mg24          si28          s32           ar36 
    181  6.137000923813E-08  5.733542E-05  1.200511E-05  1.483286E-03  5.384854E-05  1.029624E-02  8.153256E-01  1.540421E-01  1.524843E-02
    182  6.195684298556E-08  5.741633E-05  1.200038E-05  1.480797E-03  5.375745E-05  1.027897E-02  8.151108E-01  1.542225E-01  1.528803E-02
    183  6.389640747462E-08  5.768270E-05  1.198532E-05  1.472900E-03  5.346035E-05  1.022246E-02  8.144037E-01  1.548153E-01  1.541868E-02
    184  6.533094931511E-08  5.787867E-05  1.197470E-05  1.467352E-03  5.324438E-05  1.018123E-02  8.138832E-01  1.552506E-01  1.551505E-02
    185  6.637430913469E-08  5.802065E-05  1.196722E-05  1.463457E-03  5.308922E-05  1.015153E-02  8.135060E-01  1.555655E-01  1.558501E-02
    186  6.712997925196E-08  5.812319E-05  1.196192E-05  1.460703E-03  5.297781E-05  1.013017E-02  8.132335E-01  1.557926E-01  1.563561E-02
    187  6.767842131635E-08  5.819747E-05  1.195813E-05  1.458738E-03  5.289746E-05  1.011475E-02  8.130361E-01  1.559571E-01  1.567230E-02
    188  6.936610124797E-08  5.842525E-05  1.194676E-05  1.452854E-03  5.265278E-05  1.006771E-02  8.124306E-01  1.564606E-01  1.578501E-02
    189  7.061128456408E-08  5.859256E-05  1.193863E-05  1.448658E-03  5.247467E-05  1.003339E-02  8.119858E-01  1.568298E-01  1.586798E-02
    190  7.151952020027E-08  5.871420E-05  1.193282E-05  1.445669E-03  5.234600E-05  1.000856E-02  8.116623E-01  1.570980E-01  1.592841E-02
    191  7.217859003173E-08  5.880226E-05  1.192867E-05  1.443535E-03  5.225328E-05  9.990652E-03  8.114281E-01  1.572919E-01  1.597220E-02
    192  7.442967406567E-08  5.910173E-05  1.191483E-05  1.436450E-03  5.194058E-05  9.930154E-03  8.106314E-01  1.579503E-01  1.612147E-02
    193  7.600221523191E-08  5.930975E-05  1.190546E-05  1.431670E-03  5.172566E-05  9.888495E-03  8.100779E-01  1.584066E-01  1.622546E-02
    194  7.716335834702E-08  5.946273E-05  1.189868E-05  1.428221E-03  5.156876E-05  9.858046E-03  8.096708E-01  1.587416E-01  1.630209E-02
    195  7.801163422594E-08  5.957416E-05  1.189379E-05  1.425741E-03  5.145509E-05  9.835966E-03  8.093742E-01  1.589854E-01  1.635799E-02
    196  7.862966729082E-08  5.965517E-05  1.189027E-05  1.423955E-03  5.137276E-05  9.819966E-03  8.091586E-01  1.591625E-01  1.639867E-02
    197  8.104103714664E-08  5.996987E-05  1.187677E-05  1.417134E-03  5.105540E-05  9.758226E-03  8.083209E-01  1.598493E-01  1.655706E-02
    198  8.260971702048E-08  6.017343E-05  1.186819E-05  1.412815E-03  5.085216E-05  9.718639E-03  8.077789E-01  1.602925E-01  1.665981E-02
    199  8.377202063445E-08  6.032366E-05  1.186192E-05  1.409669E-03  5.070316E-05  9.689594E-03  8.073789E-01  1.606192E-01  1.673579E-02
    200  8.462413283639E-08  6.043348E-05  1.185736E-05  1.407391E-03  5.059477E-05  9.668453E-03  8.070864E-01  1.608577E-01  1.679142E-02
    201  8.524708577787E-08  6.051361E-05  1.185406E-05  1.405739E-03  5.051597E-05  9.653080E-03  8.068731E-01  1.610316E-01  1.683204E-02
    202  8.786905100551E-08  6.084929E-05  1.184036E-05  1.398910E-03  5.018831E-05  9.589111E-03  8.059791E-01  1.617587E-01  1.700263E-02
    203  8.946910571335E-08  6.105292E-05  1.183214E-05  1.394833E-03  4.999147E-05  9.550650E-03  8.054367E-01  1.621988E-01  1.710642E-02
    204  9.065985299812E-08  6.120388E-05  1.182609E-05  1.391839E-03  4.984648E-05  9.522305E-03  8.050346E-01  1.625246E-01  1.718351E-02
    205  9.153644214405E-08  6.131469E-05  1.182167E-05  1.389657E-03  4.974053E-05  9.501588E-03  8.047394E-01  1.627635E-01  1.724018E-02
    206  9.217935292955E-08  6.139579E-05  1.181845E-05  1.388068E-03  4.966325E-05  9.486473E-03  8.045233E-01  1.629381E-01  1.728169E-02
    207  9.458878968382E-08  6.169845E-05  1.180649E-05  1.382189E-03  4.937677E-05  9.430418E-03  8.037170E-01  1.635890E-01  1.743696E-02
    208  9.617833888477E-08  6.189703E-05  1.179870E-05  1.378376E-03  4.919043E-05  9.393939E-03  8.031880E-01  1.640151E-01  1.753910E-02
    209  9.736478831028E-08  6.204469E-05  1.179294E-05  1.375561E-03  4.905269E-05  9.366966E-03  8.027946E-01  1.643315E-01  1.761519E-02
    210  9.824093693651E-08  6.215343E-05  1.178871E-05  1.373499E-03  4.895170E-05  9.347186E-03  8.025049E-01  1.645642E-01  1.767130E-02
    211  9.888558819869E-08  6.223327E-05  1.178561E-05  1.371991E-03  4.887779E-05  9.332706E-03  8.022921E-01  1.647350E-01  1.771254E-02
    212  1.012812666782E-07  6.252876E-05  1.177418E-05  1.366448E-03  4.860594E-05  9.279439E-03  8.015048E-01  1.653659E-01  1.786548E-02
    213  1.028803343349E-07  6.272495E-05  1.176664E-05  1.362801E-03  4.842694E-05  9.244353E-03  8.009820E-01  1.657839E-01  1.796727E-02
    214  1.040779681577E-07  6.287133E-05  1.176102E-05  1.360096E-03  4.829413E-05  9.218316E-03  8.005920E-01  1.660954E-01  1.804337E-02
    215  1.049653776990E-07  6.297950E-05  1.175689E-05  1.358105E-03  4.819641E-05  9.199155E-03  8.003038E-01  1.663253E-01  1.809967E-02
    216  1.056203002920E-07  6.305916E-05  1.175384E-05  1.356644E-03  4.812466E-05  9.185085E-03  8.000915E-01  1.664944E-01  1.814118E-02
    217  1.079332486442E-07  6.333941E-05  1.174317E-05  1.351533E-03  4.787374E-05  9.135872E-03  7.993447E-01  1.670887E-01  1.828747E-02
    218  1.095447205440E-07  6.353366E-05  1.173580E-05  1.348016E-03  4.770116E-05  9.102017E-03  7.988271E-01  1.674997E-01  1.838911E-02
    219  1.107557181325E-07  6.367910E-05  1.173030E-05  1.345397E-03  4.757266E-05  9.076805E-03  7.984395E-01  1.678070E-01  1.846534E-02
    220  1.116560265193E-07  6.378692E-05  1.172623E-05  1.343462E-03  4.747777E-05  9.058187E-03  7.981522E-01  1.680346E-01  1.852194E-02
    221  1.123224267662E-07  6.386658E-05  1.172322E-05  1.342036E-03  4.740790E-05  9.044475E-03  7.979399E-01  1.682026E-01  1.856378E-02
    222  1.145903958171E-07  6.413662E-05  1.171305E-05  1.337228E-03  4.717231E-05  8.998240E-03  7.972203E-01  1.687713E-01  1.870590E-02
    223  1.162166126119E-07  6.432929E-05  1.170582E-05  1.333819E-03  4.700547E-05  8.965491E-03  7.967069E-01  1.691763E-01  1.880753E-02
    224  1.174427896407E-07  6.447403E-05  1.170040E-05  1.331270E-03  4.688081E-05  8.941018E-03  7.963212E-01  1.694800E-01  1.888401E-02
    225  1.183574003830E-07  6.458169E-05  1.169637E-05  1.329380E-03  4.678844E-05  8.922885E-03  7.960343E-01  1.697058E-01  1.894098E-02
    226  1.190363474754E-07  6.466146E-05  1.169339E-05  1.327984E-03  4.672022E-05  8.909490E-03  7.958218E-01  1.698728E-01  1.898322E-02
    227  1.212811629863E-07  6.492420E-05  1.168359E-05  1.323404E-03  4.649670E-05  8.865602E-03  7.951217E-01  1.704224E-01  1.912259E-02
    228  1.229204013422E-07  6.511512E-05  1.167648E-05  1.320095E-03  4.633543E-05  8.833933E-03  7.946129E-01  1.708210E-01  1.922409E-02
    229  1.241603965413E-07  6.525903E-05  1.167114E-05  1.317612E-03  4.621451E-05  8.810186E-03  7.942295E-01  1.711210E-01  1.930073E-02
    230  1.250882873360E-07  6.536641E-05  1.166715E-05  1.315765E-03  4.612463E-05  8.792533E-03  7.939434E-01  1.713446E-01  1.935798E-02
    231  1.257790609569E-07  6.544620E-05  1.166419E-05  1.314395E-03  4.605805E-05  8.779456E-03  7.937308E-01  1.715106E-01  1.940056E-02
    232  1.280163020843E-07  6.570366E-05  1.165466E-05  1.309995E-03  4.584431E-05  8.737472E-03  7.930448E-01  1.720455E-01  1.953818E-02
    233  1.296654200019E-07  6.589253E-05  1.164768E-05  1.306784E-03  4.568860E-05  8.706884E-03  7.925416E-01  1.724372E-01  1.963936E-02
    234  1.309167412523E-07  6.603532E-05  1.164241E-05  1.304366E-03  4.557147E-05  8.683873E-03  7.921611E-01  1.727329E-01  1.971597E-02
    235  1.318559999160E-07  6.614222E-05  1.163848E-05  1.302562E-03  4.548413E-05  8.666713E-03  7.918763E-01  1.729540E-01  1.977339E-02
    236  1.325572073284E-07  6.622186E-05  1.163554E-05  1.301220E-03  4.541923E-05  8.653964E-03  7.916641E-01  1.731186E-01  1.981621E-02
    237  1.347954751533E-07  6.647517E-05  1.162623E-05  1.296970E-03  4.521390E-05  8.613618E-03  7.909893E-01  1.736414E-01  1.995263E-02
    238  1.364522460055E-07  6.666178E-05  1.161938E-05  1.293855E-03  4.506364E-05  8.584092E-03  7.904921E-01  1.740258E-01  2.005333E-02
    239  1.377131051571E-07  6.680329E-05  1.161419E-05  1.291502E-03  4.495026E-05  8.561812E-03  7.901152E-01  1.743169E-01  2.012981E-02
    240  1.386623512957E-07  6.690955E-05  1.161030E-05  1.289740E-03  4.486545E-05  8.545145E-03  7.898321E-01  1.745352E-01  2.018731E-02
    241  1.393729783270E-07  6.698894E-05  1.160739E-05  1.288426E-03  4.480226E-05  8.532727E-03  7.896206E-01  1.746982E-01  2.023030E-02
    242  1.416166231991E-07  6.723869E-05  1.159826E-05  1.284309E-03  4.460445E-05  8.493852E-03  7.889553E-01  1.752103E-01  2.036577E-02
    243  1.432798982501E-07  6.742298E-05  1.159154E-05  1.281286E-03  4.445945E-05  8.465352E-03  7.884645E-01  1.755874E-01  2.046593E-02
    244  1.445493539250E-07  6.756314E-05  1.158643E-05  1.278995E-03  4.434970E-05  8.443780E-03  7.880911E-01  1.758738E-01  2.054222E-02
    245  1.455078528084E-07  6.766869E-05  1.158259E-05  1.277274E-03  4.426736E-05  8.427595E-03  7.878100E-01  1.760893E-01  2.059974E-02
    246  1.462273607331E-07  6.774777E-05  1.157971E-05  1.275988E-03  4.420585E-05  8.415503E-03  7.875994E-01  1.762506E-01  2.064286E-02
    247  1.484789720914E-07  6.799435E-05  1.157075E-05  1.271992E-03  4.401494E-05  8.377975E-03  7.869427E-01  1.767528E-01  2.077755E-02
    248  1.501481743959E-07  6.817631E-05  1.156414E-05  1.269056E-03  4.387496E-05  8.350457E-03  7.864581E-01  1.771227E-01  2.087713E-02
    249  1.514257371416E-07  6.831510E-05  1.155911E-05  1.266825E-03  4.376870E-05  8.329566E-03  7.860885E-01  1.774045E-01  2.095319E-02
    250  1.523931020692E-07  6.841991E-05  1.155531E-05  1.265145E-03  4.368874E-05  8.313846E-03  7.858093E-01  1.776170E-01  2.101070E-02
    251  1.531212138074E-07  6.849865E-05  1.155246E-05  1.263885E-03  4.362884E-05  8.302069E-03  7.855997E-01  1.777766E-01  2.105393E-02
    252  1.536715499581E-07  6.855807E-05  1.155032E-05  1.262936E-03  4.358373E-05  8.293199E-03  7.854414E-01  1.778969E-01  2.108658E-02
    253  1.540959692814E-07  6.860384E-05  1.154866E-05  1.262206E-03  4.354902E-05  8.286376E-03  7.853195E-01  1.779896E-01  2.111174E-02
    254  1.544370480603E-07  6.864060E-05  1.154733E-05  1.261620E-03  4.352120E-05  8.280904E-03  7.852217E-01  1.780639E-01  2.113195E-02
    255  1.556805844880E-07  6.877435E-05  1.154250E-05  1.259491E-03  4.342018E-05  8.261042E-03  7.848655E-01  1.783344E-01  2.120556E-02
    256  1.566228012231E-07  6.887544E-05  1.153885E-05  1.257887E-03  4.334409E-05  8.246082E-03  7.845963E-01  1.785386E-01  2.126125E-02
    257  1.573329908772E-07  6.895149E-05  1.153610E-05  1.256682E-03  4.328700E-05  8.234856E-03  7.843939E-01  1.786920E-01  2.130318E-02
    258  1.595896632621E-07  6.919232E-05  1.152742E-05  1.252879E-03  4.310705E-05  8.199470E-03  7.837526E-01  1.791774E-01  2.143615E-02
    259  1.612697442166E-07  6.937081E-05  1.152100E-05  1.250074E-03  4.297449E-05  8.173403E-03  7.832774E-01  1.795365E-01  2.153488E-02
    260  1.625613565886E-07  6.950756E-05  1.151608E-05  1.247932E-03  4.287340E-05  8.153522E-03  7.829134E-01  1.798112E-01  2.161062E-02
    261  1.635437684022E-07  6.961131E-05  1.151236E-05  1.246311E-03  4.279697E-05  8.138492E-03  7.826372E-01  1.800194E-01  2.166815E-02
    262  1.642863387562E-07  6.968958E-05  1.150955E-05  1.245090E-03  4.273946E-05  8.127182E-03  7.824288E-01  1.801764E-01  2.171158E-02
    263  1.648495040183E-07  6.974885E-05  1.150742E-05  1.244167E-03  4.269600E-05  8.118635E-03  7.822711E-01  1.802951E-01  2.174449E-02
    264  1.666754915465E-07  6.994050E-05  1.150055E-05  1.241191E-03  4.255598E-05  8.091096E-03  7.817609E-01  1.806788E-01  2.185102E-02
    265  1.680874543709E-07  7.008816E-05  1.149526E-05  1.238906E-03  4.244862E-05  8.069981E-03  7.813679E-01  1.809739E-01  2.193322E-02
    266  1.691672558575E-07  7.020076E-05  1.149123E-05  1.237168E-03  4.236706E-05  8.053939E-03  7.810682E-01  1.811987E-01  2.199597E-02
    267  1.699862551156E-07  7.028599E-05  1.148818E-05  1.235855E-03  4.230550E-05  8.041831E-03  7.808413E-01  1.813688E-01  2.204351E-02
    268  1.706070807935E-07  7.035049E-05  1.148588E-05  1.234863E-03  4.225901E-05  8.032688E-03  7.806697E-01  1.814973E-01  2.207951E-02
    269  1.731207765507E-07  7.061074E-05  1.147658E-05  1.230875E-03  4.207232E-05  7.995965E-03  7.799770E-01  1.820154E-01  2.222496E-02
    270  1.748172408546E-07  7.078556E-05  1.147035E-05  1.228208E-03  4.194768E-05  7.971448E-03  7.795118E-01  1.823627E-01  2.232285E-02
    271  1.761283626893E-07  7.092022E-05  1.146555E-05  1.226161E-03  4.185210E-05  7.952646E-03  7.791535E-01  1.826299E-01  2.239835E-02
    272  1.771309470241E-07  7.102293E-05  1.146190E-05  1.224603E-03  4.177945E-05  7.938353E-03  7.788802E-01  1.828334E-01  2.245599E-02
    273  1.778925633207E-07  7.110081E-05  1.145913E-05  1.223424E-03  4.172450E-05  7.927544E-03  7.786730E-01  1.829876E-01  2.249973E-02
    274  1.784724658398E-07  7.116001E-05  1.145702E-05  1.222529E-03  4.168281E-05  7.919342E-03  7.785154E-01  1.831048E-01  2.253300E-02
    275  1.804200270936E-07  7.135830E-05  1.144997E-05  1.219539E-03  4.154368E-05  7.891971E-03  7.779878E-01  1.834968E-01  2.264455E-02
    276  1.819378379593E-07  7.151225E-05  1.144451E-05  1.217226E-03  4.143620E-05  7.870826E-03  7.775783E-01  1.838006E-01  2.273129E-02
    277  1.831077871604E-07  7.163057E-05  1.144031E-05  1.215453E-03  4.135391E-05  7.854636E-03  7.772635E-01  1.840339E-01  2.279802E-02
    278  1.840011915647E-07  7.172072E-05  1.143712E-05  1.214105E-03  4.129139E-05  7.842336E-03  7.770237E-01  1.842114E-01  2.284891E-02
    279  1.846810957768E-07  7.178921E-05  1.143469E-05  1.213083E-03  4.124400E-05  7.833013E-03  7.768415E-01  1.843462E-01  2.288760E-02
    280  1.869745901563E-07  7.201951E-05  1.142654E-05  1.209656E-03  4.108533E-05  7.801793E-03  7.762289E-01  1.847989E-01  2.301785E-02
    281  1.886769702951E-07  7.218971E-05  1.142053E-05  1.207134E-03  4.096871E-05  7.778848E-03  7.757761E-01  1.851328E-01  2.311427E-02
    282  1.899990773676E-07  7.232147E-05  1.141587E-05  1.205187E-03  4.087882E-05  7.761160E-03  7.754257E-01  1.853909E-01  2.318900E-02
    283  1.910151123777E-07  7.242247E-05  1.141231E-05  1.203699E-03  4.081013E-05  7.747644E-03  7.751571E-01  1.855886E-01  2.324634E-02
    284  1.917906853737E-07  7.249942E-05  1.140960E-05  1.202566E-03  4.075793E-05  7.737372E-03  7.749524E-01  1.857391E-01  2.329006E-02
    285  1.923836698958E-07  7.255816E-05  1.140753E-05  1.201703E-03  4.071815E-05  7.729545E-03  7.747962E-01  1.858539E-01  2.332346E-02
    286  1.944493512445E-07  7.276224E-05  1.140034E-05  1.198713E-03  4.058048E-05  7.702453E-03  7.742535E-01  1.862523E-01  2.343958E-02
    287  1.960712558501E-07  7.292184E-05  1.139472E-05  1.196382E-03  4.047334E-05  7.681370E-03  7.738291E-01  1.865634E-01  2.353054E-02
    288  1.973310717222E-07  7.304544E-05  1.139037E-05  1.194583E-03  4.039070E-05  7.665108E-03  7.735004E-01  1.868040E-01  2.360105E-02
    289  1.982998585444E-07  7.314026E-05  1.138704E-05  1.193205E-03  4.032749E-05  7.652668E-03  7.732483E-01  1.869883E-01  2.365520E-02
    290  1.990407326483E-07  7.321265E-05  1.138450E-05  1.192155E-03  4.027935E-05  7.643194E-03  7.730559E-01  1.871290E-01  2.369656E-02
    291  1.996093239000E-07  7.326812E-05  1.138255E-05  1.191352E-03  4.024251E-05  7.635946E-03  7.729084E-01  1.872367E-01  2.372827E-02
    292  2.014857933519E-07  7.345074E-05  1.137615E-05  1.188713E-03  4.012167E-05  7.612164E-03  7.724229E-01  1.875910E-01  2.383277E-02
    293  2.029558694964E-07  7.359330E-05  1.137115E-05  1.186659E-03  4.002775E-05  7.593679E-03  7.720439E-01  1.878671E-01  2.391445E-02
    294  2.040952400884E-07  7.370349E-05  1.136729E-05  1.185076E-03  3.995540E-05  7.579441E-03  7.717509E-01  1.880803E-01  2.397765E-02
    295  2.049706211983E-07  7.378798E-05  1.136433E-05  1.183865E-03  3.990008E-05  7.568553E-03  7.715264E-01  1.882437E-01  2.402614E-02
    296  2.056414260784E-07  7.385262E-05  1.136207E-05  1.182939E-03  3.985784E-05  7.560240E-03  7.713546E-01  1.883685E-01  2.406325E-02
    297  2.079689903663E-07  7.407620E-05  1.135426E-05  1.179747E-03  3.971231E-05  7.531597E-03  7.707603E-01  1.887999E-01  2.419180E-02
    298  2.096885302752E-07  7.424069E-05  1.134851E-05  1.177407E-03  3.960581E-05  7.510635E-03  7.703231E-01  1.891167E-01  2.428651E-02
    299  2.110336209147E-07  7.436895E-05  1.134404E-05  1.175588E-03  3.952309E-05  7.494354E-03  7.699822E-01  1.893634E-01  2.436044E-02
    300  2.120749382671E-07  7.446800E-05  1.134058E-05  1.174186E-03  3.945940E-05  7.481818E-03  7.697190E-01  1.895537E-01  2.441759E-02
    301  2.128754293235E-07  7.454401E-05  1.133793E-05  1.173112E-03  3.941065E-05  7.472223E-03  7.695170E-01  1.896996E-01  2.446147E-02
    302  2.134911015252E-07  7.460238E-05  1.133590E-05  1.172289E-03  3.937328E-05  7.464867E-03  7.693619E-01  1.898116E-01  2.449518E-02
    303  2.158790405245E-07  7.482808E-05  1.132805E-05  1.169113E-03  3.922933E-05  7.436531E-03  7.687622E-01  1.902440E-01  2.462569E-02
    304  2.176059851568E-07  7.499063E-05  1.132239E-05  1.166835E-03  3.912619E-05  7.416230E-03  7.683303E-01  1.905550E-01  2.471982E-02
    305  2.189604173973E-07  7.511771E-05  1.131798E-05  1.165058E-03  3.904587E-05  7.400419E-03  7.679926E-01  1.907977E-01  2.479350E-02
    306  2.200117745813E-07  7.521612E-05  1.131456E-05  1.163686E-03  3.898386E-05  7.388212E-03  7.677312E-01  1.909855E-01  2.485060E-02
    307  2.208220586394E-07  7.529182E-05  1.131193E-05  1.162632E-03  3.893627E-05  7.378844E-03  7.675301E-01  1.911298E-01  2.489455E-02
    308  2.214466090779E-07  7.535009E-05  1.130991E-05  1.161821E-03  3.889971E-05  7.371646E-03  7.673753E-01  1.912409E-01  2.492839E-02
    309  2.241269384464E-07  7.559932E-05  1.130127E-05  1.158366E-03  3.874395E-05  7.340984E-03  7.667132E-01  1.917151E-01  2.507333E-02
    310  2.259036350062E-07  7.576378E-05  1.129558E-05  1.156095E-03  3.864172E-05  7.320860E-03  7.662764E-01  1.920275E-01  2.516912E-02
    311  2.273024262977E-07  7.589286E-05  1.129112E-05  1.154317E-03  3.856181E-05  7.305128E-03  7.659335E-01  1.922723E-01  2.524438E-02
    312  2.283923041176E-07  7.599318E-05  1.128765E-05  1.152939E-03  3.849989E-05  7.292937E-03  7.656671E-01  1.924624E-01  2.530292E-02
    313  2.292349471951E-07  7.607060E-05  1.128497E-05  1.151877E-03  3.845221E-05  7.283552E-03  7.654615E-01  1.926089E-01  2.534813E-02
    314  2.298856498946E-07  7.613029E-05  1.128291E-05  1.151059E-03  3.841552E-05  7.276328E-03  7.653030E-01  1.927219E-01  2.538300E-02
    315  2.323396048722E-07  7.635472E-05  1.127516E-05  1.147993E-03  3.827808E-05  7.249271E-03  7.647070E-01  1.931459E-01  2.551426E-02
    316  2.340856590148E-07  7.651374E-05  1.126968E-05  1.145828E-03  3.818119E-05  7.230194E-03  7.642847E-01  1.934458E-01  2.560739E-02
    317  2.354624511361E-07  7.663875E-05  1.126537E-05  1.144131E-03  3.810530E-05  7.215254E-03  7.639528E-01  1.936813E-01  2.568068E-02
    318  2.365370253857E-07  7.673609E-05  1.126202E-05  1.142812E-03  3.804639E-05  7.203654E-03  7.636943E-01  1.938645E-01  2.573778E-02
    319  2.373695407721E-07  7.681136E-05  1.125943E-05  1.141794E-03  3.800093E-05  7.194705E-03  7.634945E-01  1.940060E-01  2.578197E-02
    320  2.380140332683E-07  7.686955E-05  1.125743E-05  1.141008E-03  3.796585E-05  7.187799E-03  7.633400E-01  1.941153E-01  2.581615E-02
    321  2.405532735027E-07  7.709808E-05  1.124957E-05  1.137929E-03  3.782859E-05  7.160774E-03  7.627333E-01  1.945442E-01  2.595052E-02
