 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                pos           vel           temp          den           pres          ener          entr          cs
    181  6.137000923813E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513806E+27  3.324735E+18  6.810282E+07  1.107516E+09
    182  6.195684298556E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513798E+27  3.324752E+18  6.810143E+07  1.107515E+09
    183  6.389640747462E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513770E+27  3.324805E+18  6.809685E+07  1.107512E+09
    184  6.533094931511E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513750E+27  3.324844E+18  6.809349E+07  1.107510E+09
    185  6.637430913469E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513735E+27  3.324873E+18  6.809106E+07  1.107508E+09
    186  6.712997925196E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513724E+27  3.324893E+18  6.808931E+07  1.107507E+09
    187  6.767842131635E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513716E+27  3.324908E+18  6.808804E+07  1.107506E+09
    188  6.936610124797E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513693E+27  3.324953E+18  6.808415E+07  1.107504E+09
    189  7.061128456408E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513675E+27  3.324986E+18  6.808129E+07  1.107502E+09
    190  7.151952020027E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513663E+27  3.325010E+18  6.807922E+07  1.107501E+09
    191  7.217859003173E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513654E+27  3.325028E+18  6.807772E+07  1.107500E+09
    192  7.442967406567E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513623E+27  3.325087E+18  6.807262E+07  1.107496E+09
    193  7.600221523191E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513601E+27  3.325127E+18  6.806909E+07  1.107494E+09
    194  7.716335834702E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513585E+27  3.325157E+18  6.806649E+07  1.107492E+09
    195  7.801163422594E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513574E+27  3.325179E+18  6.806460E+07  1.107491E+09
    196  7.862966729082E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513565E+27  3.325195E+18  6.806323E+07  1.107490E+09
    197  8.104103714664E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513533E+27  3.325256E+18  6.805789E+07  1.107487E+09
    198  8.260971702048E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513512E+27  3.325296E+18  6.805444E+07  1.107484E+09
    199  8.377202063445E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513496E+27  3.325325E+18  6.805190E+07  1.107483E+09
    200  8.462413283639E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513485E+27  3.325347E+18  6.805004E+07  1.107481E+09
    201  8.524708577787E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513477E+27  3.325362E+18  6.804868E+07  1.107481E+09
    202  8.786905100551E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513442E+27  3.325427E+18  6.804300E+07  1.107477E+09
    203  8.946910571335E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513421E+27  3.325466E+18  6.803956E+07  1.107475E+09
    204  9.065985299812E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513406E+27  3.325496E+18  6.803701E+07  1.107473E+09
    205  9.153644214405E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513394E+27  3.325517E+18  6.803513E+07  1.107472E+09
    206  9.217935292955E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513386E+27  3.325533E+18  6.803376E+07  1.107471E+09
    207  9.458878968382E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513355E+27  3.325591E+18  6.802865E+07  1.107467E+09
    208  9.617833888477E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513334E+27  3.325629E+18  6.802530E+07  1.107465E+09
    209  9.736478831028E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513319E+27  3.325657E+18  6.802280E+07  1.107464E+09
    210  9.824093693651E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513308E+27  3.325678E+18  6.802097E+07  1.107462E+09
    211  9.888558819869E-08  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513300E+27  3.325694E+18  6.801962E+07  1.107462E+09
    212  1.012812666782E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513269E+27  3.325750E+18  6.801463E+07  1.107458E+09
    213  1.028803343349E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513249E+27  3.325788E+18  6.801132E+07  1.107456E+09
    214  1.040779681577E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513234E+27  3.325816E+18  6.800885E+07  1.107454E+09
    215  1.049653776990E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513223E+27  3.325836E+18  6.800702E+07  1.107453E+09
    216  1.056203002920E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513215E+27  3.325852E+18  6.800568E+07  1.107452E+09
    217  1.079332486442E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513186E+27  3.325905E+18  6.800095E+07  1.107449E+09
    218  1.095447205440E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513166E+27  3.325942E+18  6.799767E+07  1.107447E+09
    219  1.107557181325E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513151E+27  3.325970E+18  6.799522E+07  1.107446E+09
    220  1.116560265193E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513140E+27  3.325990E+18  6.799340E+07  1.107444E+09
    221  1.123224267662E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513131E+27  3.326005E+18  6.799205E+07  1.107443E+09
    222  1.145903958171E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513104E+27  3.326057E+18  6.798750E+07  1.107441E+09
    223  1.162166126119E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513084E+27  3.326093E+18  6.798425E+07  1.107438E+09
    224  1.174427896407E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513069E+27  3.326121E+18  6.798181E+07  1.107437E+09
    225  1.183574003830E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513058E+27  3.326141E+18  6.797999E+07  1.107436E+09
    226  1.190363474754E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513050E+27  3.326156E+18  6.797865E+07  1.107435E+09
    227  1.212811629863E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513023E+27  3.326206E+18  6.797421E+07  1.107432E+09
    228  1.229204013422E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.513003E+27  3.326242E+18  6.797099E+07  1.107430E+09
    229  1.241603965413E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512988E+27  3.326269E+18  6.796856E+07  1.107428E+09
    230  1.250882873360E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512977E+27  3.326290E+18  6.796675E+07  1.107427E+09
    231  1.257790609569E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512969E+27  3.326305E+18  6.796541E+07  1.107426E+09
    232  1.280163020843E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512942E+27  3.326353E+18  6.796106E+07  1.107423E+09
    233  1.296654200019E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512923E+27  3.326389E+18  6.795788E+07  1.107421E+09
    234  1.309167412523E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512908E+27  3.326416E+18  6.795547E+07  1.107420E+09
    235  1.318559999160E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512897E+27  3.326436E+18  6.795366E+07  1.107418E+09
    236  1.325572073284E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512889E+27  3.326451E+18  6.795232E+07  1.107417E+09
    237  1.347954751533E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512863E+27  3.326499E+18  6.794804E+07  1.107415E+09
    238  1.364522460055E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512844E+27  3.326534E+18  6.794489E+07  1.107413E+09
    239  1.377131051571E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512829E+27  3.326560E+18  6.794250E+07  1.107411E+09
    240  1.386623512957E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512818E+27  3.326580E+18  6.794071E+07  1.107410E+09
    241  1.393729783270E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512810E+27  3.326595E+18  6.793937E+07  1.107409E+09
    242  1.416166231991E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512784E+27  3.326642E+18  6.793515E+07  1.107406E+09
    243  1.432798982501E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512765E+27  3.326676E+18  6.793204E+07  1.107404E+09
    244  1.445493539250E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512751E+27  3.326703E+18  6.792968E+07  1.107403E+09
    245  1.455078528084E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512740E+27  3.326723E+18  6.792789E+07  1.107401E+09
    246  1.462273607331E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512732E+27  3.326737E+18  6.792656E+07  1.107401E+09
    247  1.484789720914E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512706E+27  3.326784E+18  6.792239E+07  1.107398E+09
    248  1.501481743959E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512688E+27  3.326818E+18  6.791932E+07  1.107396E+09
    249  1.514257371416E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512673E+27  3.326844E+18  6.791697E+07  1.107394E+09
    250  1.523931020692E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512662E+27  3.326863E+18  6.791520E+07  1.107393E+09
    251  1.531212138074E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512654E+27  3.326878E+18  6.791387E+07  1.107392E+09
    252  1.536715499581E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512648E+27  3.326889E+18  6.791287E+07  1.107392E+09
    253  1.540959692814E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512643E+27  3.326897E+18  6.791209E+07  1.107391E+09
    254  1.544370480603E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512640E+27  3.326904E+18  6.791147E+07  1.107391E+09
    255  1.556805844880E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512626E+27  3.326929E+18  6.790921E+07  1.107389E+09
    256  1.566228012231E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512615E+27  3.326948E+18  6.790750E+07  1.107388E+09
    257  1.573329908772E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512607E+27  3.326962E+18  6.790622E+07  1.107387E+09
    258  1.595896632621E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512583E+27  3.327007E+18  6.790214E+07  1.107385E+09
    259  1.612697442166E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512564E+27  3.327041E+18  6.789912E+07  1.107383E+09
    260  1.625613565886E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512550E+27  3.327066E+18  6.789681E+07  1.107381E+09
    261  1.635437684022E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512539E+27  3.327085E+18  6.789505E+07  1.107380E+09
    262  1.642863387562E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512531E+27  3.327100E+18  6.789373E+07  1.107379E+09
    263  1.648495040183E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512525E+27  3.327111E+18  6.789273E+07  1.107378E+09
    264  1.666754915465E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512505E+27  3.327147E+18  6.788948E+07  1.107376E+09
    265  1.680874543709E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512490E+27  3.327174E+18  6.788698E+07  1.107375E+09
    266  1.691672558575E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512478E+27  3.327195E+18  6.788508E+07  1.107373E+09
    267  1.699862551156E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512470E+27  3.327211E+18  6.788363E+07  1.107372E+09
    268  1.706070807935E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512463E+27  3.327223E+18  6.788254E+07  1.107372E+09
    269  1.731207765507E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512436E+27  3.327271E+18  6.787813E+07  1.107369E+09
    270  1.748172408546E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512418E+27  3.327304E+18  6.787517E+07  1.107367E+09
    271  1.761283626893E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512404E+27  3.327329E+18  6.787289E+07  1.107365E+09
    272  1.771309470241E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512393E+27  3.327348E+18  6.787115E+07  1.107364E+09
    273  1.778925633207E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512385E+27  3.327362E+18  6.786983E+07  1.107363E+09
    274  1.784724658398E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512379E+27  3.327373E+18  6.786883E+07  1.107363E+09
    275  1.804200270936E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512358E+27  3.327410E+18  6.786546E+07  1.107360E+09
    276  1.819378379593E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512342E+27  3.327439E+18  6.786285E+07  1.107359E+09
    277  1.831077871604E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512330E+27  3.327461E+18  6.786085E+07  1.107357E+09
    278  1.840011915647E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512321E+27  3.327478E+18  6.785932E+07  1.107356E+09
    279  1.846810957768E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512314E+27  3.327490E+18  6.785815E+07  1.107356E+09
    280  1.869745901563E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512290E+27  3.327533E+18  6.785425E+07  1.107353E+09
    281  1.886769702951E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512272E+27  3.327564E+18  6.785136E+07  1.107351E+09
    282  1.899990773676E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512259E+27  3.327589E+18  6.784912E+07  1.107350E+09
    283  1.910151123777E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512248E+27  3.327608E+18  6.784740E+07  1.107349E+09
    284  1.917906853737E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512240E+27  3.327622E+18  6.784610E+07  1.107348E+09
    285  1.923836698958E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512234E+27  3.327633E+18  6.784510E+07  1.107347E+09
    286  1.944493512445E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512213E+27  3.327671E+18  6.784163E+07  1.107345E+09
    287  1.960712558501E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512196E+27  3.327700E+18  6.783892E+07  1.107343E+09
    288  1.973310717222E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512183E+27  3.327723E+18  6.783681E+07  1.107342E+09
    289  1.982998585444E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512173E+27  3.327740E+18  6.783520E+07  1.107341E+09
    290  1.990407326483E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512166E+27  3.327754E+18  6.783397E+07  1.107340E+09
    291  1.996093239000E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512160E+27  3.327764E+18  6.783303E+07  1.107339E+09
    292  2.014857933519E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512141E+27  3.327798E+18  6.782992E+07  1.107337E+09
    293  2.029558694964E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512126E+27  3.327824E+18  6.782749E+07  1.107335E+09
    294  2.040952400884E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512115E+27  3.327845E+18  6.782562E+07  1.107334E+09
    295  2.049706211983E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512106E+27  3.327860E+18  6.782418E+07  1.107333E+09
    296  2.056414260784E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512099E+27  3.327872E+18  6.782308E+07  1.107333E+09
    297  2.079689903663E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512076E+27  3.327914E+18  6.781927E+07  1.107330E+09
    298  2.096885302752E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512059E+27  3.327944E+18  6.781647E+07  1.107328E+09
    299  2.110336209147E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512045E+27  3.327968E+18  6.781428E+07  1.107327E+09
    300  2.120749382671E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512035E+27  3.327986E+18  6.781259E+07  1.107326E+09
    301  2.128754293235E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512027E+27  3.328000E+18  6.781130E+07  1.107325E+09
    302  2.134911015252E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.512021E+27  3.328011E+18  6.781030E+07  1.107324E+09
    303  2.158790405245E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511997E+27  3.328052E+18  6.780645E+07  1.107322E+09
    304  2.176059851568E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511980E+27  3.328082E+18  6.780368E+07  1.107320E+09
    305  2.189604173973E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511967E+27  3.328106E+18  6.780151E+07  1.107318E+09
    306  2.200117745813E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511957E+27  3.328124E+18  6.779983E+07  1.107317E+09
    307  2.208220586394E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511949E+27  3.328138E+18  6.779853E+07  1.107316E+09
    308  2.214466090779E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511943E+27  3.328149E+18  6.779754E+07  1.107316E+09
    309  2.241269384464E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511917E+27  3.328195E+18  6.779328E+07  1.107313E+09
    310  2.259036350062E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511900E+27  3.328225E+18  6.779047E+07  1.107311E+09
    311  2.273024262977E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511886E+27  3.328249E+18  6.778826E+07  1.107310E+09
    312  2.283923041176E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511876E+27  3.328267E+18  6.778654E+07  1.107309E+09
    313  2.292349471951E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511868E+27  3.328282E+18  6.778522E+07  1.107308E+09
    314  2.298856498946E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511861E+27  3.328293E+18  6.778420E+07  1.107307E+09
    315  2.323396048722E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511838E+27  3.328334E+18  6.778035E+07  1.107305E+09
    316  2.340856590148E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511821E+27  3.328363E+18  6.777763E+07  1.107303E+09
    317  2.354624511361E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511808E+27  3.328387E+18  6.777549E+07  1.107301E+09
    318  2.365370253857E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511798E+27  3.328405E+18  6.777382E+07  1.107300E+09
    319  2.373695407721E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511790E+27  3.328418E+18  6.777253E+07  1.107299E+09
    320  2.380140332683E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511784E+27  3.328429E+18  6.777153E+07  1.107299E+09
    321  2.405532735027E-07  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.511760E+27  3.328471E+18  6.776761E+07  1.107296E+09
