 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                ca40          ti44          cr48          fe52          ni56 
   9011  6.887102160208E-05  7.213672E-02  1.918521E-03  7.737521E-03  5.391523E-02  4.475152E-01
   9012  6.887423842801E-05  7.213621E-02  1.918521E-03  7.737574E-03  5.391598E-02  4.475245E-01
   9013  6.888579401928E-05  7.213438E-02  1.918520E-03  7.737766E-03  5.391867E-02  4.475580E-01
   9014  6.889315833439E-05  7.213322E-02  1.918520E-03  7.737889E-03  5.392038E-02  4.475793E-01
   9015  6.889826410387E-05  7.213241E-02  1.918519E-03  7.737973E-03  5.392156E-02  4.475941E-01
   9016  6.890222913683E-05  7.213178E-02  1.918519E-03  7.738039E-03  5.392249E-02  4.476056E-01
   9017  6.890544683416E-05  7.213127E-02  1.918519E-03  7.738093E-03  5.392323E-02  4.476149E-01
   9018  6.891700542416E-05  7.212944E-02  1.918518E-03  7.738285E-03  5.392592E-02  4.476483E-01
   9019  6.892437178917E-05  7.212828E-02  1.918518E-03  7.738407E-03  5.392763E-02  4.476697E-01
   9020  6.892947904368E-05  7.212747E-02  1.918517E-03  7.738492E-03  5.392882E-02  4.476844E-01
   9021  6.893344491230E-05  7.212684E-02  1.918517E-03  7.738557E-03  5.392974E-02  4.476959E-01
   9022  6.893666348291E-05  7.212633E-02  1.918517E-03  7.738611E-03  5.393049E-02  4.477052E-01
   9023  6.894822507714E-05  7.212450E-02  1.918516E-03  7.738802E-03  5.393317E-02  4.477387E-01
   9024  6.895559349768E-05  7.212333E-02  1.918515E-03  7.738925E-03  5.393488E-02  4.477600E-01
   9025  6.896070223840E-05  7.212252E-02  1.918515E-03  7.739009E-03  5.393607E-02  4.477748E-01
   9026  6.896466894700E-05  7.212190E-02  1.918515E-03  7.739075E-03  5.393699E-02  4.477862E-01
   9027  6.896788839392E-05  7.212139E-02  1.918515E-03  7.739128E-03  5.393773E-02  4.477956E-01
   9028  6.897945300304E-05  7.211956E-02  1.918514E-03  7.739320E-03  5.394042E-02  4.478290E-01
   9029  6.898682348255E-05  7.211839E-02  1.918513E-03  7.739442E-03  5.394213E-02  4.478503E-01
   9030  6.899193371242E-05  7.211758E-02  1.918513E-03  7.739527E-03  5.394331E-02  4.478651E-01
   9031  6.899590126216E-05  7.211695E-02  1.918513E-03  7.739592E-03  5.394423E-02  4.478766E-01
   9032  6.899912158792E-05  7.211644E-02  1.918512E-03  7.739646E-03  5.394498E-02  4.478859E-01
   9033  6.901068922471E-05  7.211461E-02  1.918512E-03  7.739837E-03  5.394766E-02  4.479193E-01
   9034  6.901806177280E-05  7.211344E-02  1.918511E-03  7.739959E-03  5.394937E-02  4.479406E-01
   9035  6.902317349727E-05  7.211263E-02  1.918511E-03  7.740044E-03  5.395056E-02  4.479554E-01
   9036  6.902714188633E-05  7.211201E-02  1.918510E-03  7.740109E-03  5.395148E-02  4.479669E-01
   9037  6.903036308875E-05  7.211150E-02  1.918510E-03  7.740162E-03  5.395222E-02  4.479762E-01
   9038  6.904193374285E-05  7.210966E-02  1.918509E-03  7.740354E-03  5.395491E-02  4.480096E-01
   9039  6.904930835396E-05  7.210850E-02  1.918509E-03  7.740476E-03  5.395662E-02  4.480309E-01
   9040  6.905442157494E-05  7.210769E-02  1.918508E-03  7.740560E-03  5.395780E-02  4.480457E-01
   9041  6.905839080760E-05  7.210706E-02  1.918508E-03  7.740626E-03  5.395872E-02  4.480571E-01
   9042  6.906161289041E-05  7.210655E-02  1.918508E-03  7.740679E-03  5.395947E-02  4.480664E-01
   9043  6.907318657618E-05  7.210472E-02  1.918507E-03  7.740870E-03  5.396215E-02  4.480999E-01
   9044  6.908056325845E-05  7.210355E-02  1.918506E-03  7.740992E-03  5.396385E-02  4.481212E-01
   9045  6.908567797374E-05  7.210274E-02  1.918506E-03  7.741076E-03  5.396504E-02  4.481359E-01
   9046  6.908964805057E-05  7.210211E-02  1.918506E-03  7.741142E-03  5.396596E-02  4.481474E-01
   9047  6.909287101403E-05  7.210160E-02  1.918505E-03  7.741195E-03  5.396670E-02  4.481567E-01
   9048  6.910444772728E-05  7.209977E-02  1.918504E-03  7.741386E-03  5.396938E-02  4.481901E-01
   9049  6.911182647815E-05  7.209860E-02  1.918504E-03  7.741508E-03  5.397109E-02  4.482114E-01
   9050  6.911694269386E-05  7.209779E-02  1.918503E-03  7.741592E-03  5.397228E-02  4.482262E-01
   9051  6.912091361349E-05  7.209716E-02  1.918503E-03  7.741658E-03  5.397319E-02  4.482376E-01
   9052  6.912413745571E-05  7.209665E-02  1.918503E-03  7.741711E-03  5.397394E-02  4.482469E-01
   9053  6.913571720871E-05  7.209481E-02  1.918502E-03  7.741902E-03  5.397662E-02  4.482804E-01
   9054  6.914309803674E-05  7.209364E-02  1.918501E-03  7.742023E-03  5.397833E-02  4.483016E-01
   9055  6.914821575445E-05  7.209283E-02  1.918501E-03  7.742108E-03  5.397951E-02  4.483164E-01
   9056  6.915218752413E-05  7.209220E-02  1.918500E-03  7.742173E-03  5.398043E-02  4.483279E-01
   9057  6.915541225382E-05  7.209169E-02  1.918500E-03  7.742226E-03  5.398117E-02  4.483372E-01
   9058  6.916699505556E-05  7.208986E-02  1.918499E-03  7.742417E-03  5.398385E-02  4.483706E-01
   9059  6.917437796575E-05  7.208869E-02  1.918499E-03  7.742538E-03  5.398556E-02  4.483919E-01
   9060  6.917949718648E-05  7.208788E-02  1.918498E-03  7.742623E-03  5.398674E-02  4.484066E-01
   9061  6.918346980401E-05  7.208725E-02  1.918498E-03  7.742688E-03  5.398766E-02  4.484181E-01
   9062  6.918669541843E-05  7.208674E-02  1.918498E-03  7.742741E-03  5.398841E-02  4.484274E-01
   9063  6.919828127147E-05  7.208490E-02  1.918497E-03  7.742932E-03  5.399108E-02  4.484608E-01
   9064  6.920566626581E-05  7.208373E-02  1.918496E-03  7.743053E-03  5.399279E-02  4.484821E-01
   9065  6.921078699494E-05  7.208292E-02  1.918495E-03  7.743137E-03  5.399397E-02  4.484968E-01
   9066  6.921476046121E-05  7.208229E-02  1.918495E-03  7.743203E-03  5.399489E-02  4.485083E-01
   9067  6.921798696275E-05  7.208178E-02  1.918495E-03  7.743256E-03  5.399563E-02  4.485176E-01
   9068  6.922957587055E-05  7.207995E-02  1.918494E-03  7.743446E-03  5.399831E-02  4.485510E-01
   9069  6.923696295133E-05  7.207878E-02  1.918493E-03  7.743567E-03  5.400002E-02  4.485722E-01
   9070  6.924208519051E-05  7.207796E-02  1.918493E-03  7.743652E-03  5.400120E-02  4.485870E-01
   9071  6.924605950752E-05  7.207733E-02  1.918492E-03  7.743717E-03  5.400211E-02  4.485985E-01
   9072  6.924928689499E-05  7.207682E-02  1.918492E-03  7.743770E-03  5.400286E-02  4.486077E-01
   9073  6.926087885109E-05  7.207499E-02  1.918491E-03  7.743960E-03  5.400553E-02  4.486411E-01
   9074  6.926826801531E-05  7.207382E-02  1.918490E-03  7.744081E-03  5.400724E-02  4.486624E-01
   9075  6.927339176219E-05  7.207300E-02  1.918490E-03  7.744166E-03  5.400842E-02  4.486772E-01
   9076  6.927736693314E-05  7.207237E-02  1.918489E-03  7.744231E-03  5.400934E-02  4.486886E-01
   9077  6.928059521169E-05  7.207186E-02  1.918489E-03  7.744284E-03  5.401008E-02  4.486979E-01
   9078  6.929219023738E-05  7.207003E-02  1.918488E-03  7.744474E-03  5.401276E-02  4.487313E-01
   9079  6.929958149814E-05  7.206885E-02  1.918487E-03  7.744595E-03  5.401446E-02  4.487526E-01
   9080  6.930470676088E-05  7.206804E-02  1.918487E-03  7.744679E-03  5.401564E-02  4.487673E-01
   9081  6.930868279054E-05  7.206741E-02  1.918486E-03  7.744744E-03  5.401656E-02  4.487788E-01
   9082  6.931191196293E-05  7.206690E-02  1.918486E-03  7.744797E-03  5.401730E-02  4.487881E-01
   9083  6.932351006344E-05  7.206506E-02  1.918485E-03  7.744987E-03  5.401998E-02  4.488214E-01
   9084  6.933090342276E-05  7.206389E-02  1.918484E-03  7.745108E-03  5.402168E-02  4.488427E-01
   9085  6.933603020214E-05  7.206308E-02  1.918484E-03  7.745192E-03  5.402286E-02  4.488574E-01
   9086  6.934000708563E-05  7.206245E-02  1.918483E-03  7.745257E-03  5.402378E-02  4.488689E-01
   9087  6.934323714998E-05  7.206194E-02  1.918483E-03  7.745310E-03  5.402452E-02  4.488782E-01
   9088  6.935483832203E-05  7.206010E-02  1.918482E-03  7.745500E-03  5.402719E-02  4.489115E-01
   9089  6.936223378012E-05  7.205893E-02  1.918481E-03  7.745621E-03  5.402890E-02  4.489328E-01
   9090  6.936736207883E-05  7.205811E-02  1.918481E-03  7.745705E-03  5.403008E-02  4.489476E-01
   9091  6.937133982145E-05  7.205748E-02  1.918480E-03  7.745770E-03  5.403099E-02  4.489590E-01
   9092  6.937457078156E-05  7.205697E-02  1.918480E-03  7.745823E-03  5.403174E-02  4.489683E-01
   9093  6.938617503918E-05  7.205513E-02  1.918479E-03  7.746013E-03  5.403441E-02  4.490017E-01
   9094  6.939357260274E-05  7.205396E-02  1.918478E-03  7.746134E-03  5.403611E-02  4.490229E-01
   9095  6.939870242205E-05  7.205315E-02  1.918477E-03  7.746217E-03  5.403729E-02  4.490377E-01
   9096  6.940268102627E-05  7.205252E-02  1.918477E-03  7.746282E-03  5.403821E-02  4.490491E-01
   9097  6.940591288347E-05  7.205200E-02  1.918477E-03  7.746335E-03  5.403895E-02  4.490584E-01
   9098  6.941752022638E-05  7.205016E-02  1.918475E-03  7.746525E-03  5.404162E-02  4.490917E-01
   9099  6.942491989756E-05  7.204899E-02  1.918475E-03  7.746646E-03  5.404332E-02  4.491130E-01
   9100  6.943005124239E-05  7.204818E-02  1.918474E-03  7.746729E-03  5.404450E-02  4.491277E-01
   9101  6.943403070309E-05  7.204755E-02  1.918474E-03  7.746794E-03  5.404542E-02  4.491392E-01
   9102  6.943726345476E-05  7.204704E-02  1.918473E-03  7.746847E-03  5.404616E-02  4.491485E-01
   9103  6.944887387904E-05  7.204520E-02  1.918472E-03  7.747037E-03  5.404883E-02  4.491818E-01
   9104  6.945627565530E-05  7.204402E-02  1.918471E-03  7.747157E-03  5.405053E-02  4.492031E-01
   9105  6.946140852315E-05  7.204321E-02  1.918471E-03  7.747241E-03  5.405171E-02  4.492178E-01
   9106  6.946538884773E-05  7.204258E-02  1.918470E-03  7.747306E-03  5.405263E-02  4.492292E-01
   9107  6.946862249962E-05  7.204206E-02  1.918470E-03  7.747359E-03  5.405337E-02  4.492385E-01
   9108  6.948023601988E-05  7.204022E-02  1.918469E-03  7.747548E-03  5.405604E-02  4.492719E-01
   9109  6.948763990968E-05  7.203905E-02  1.918468E-03  7.747669E-03  5.405774E-02  4.492931E-01
   9110  6.949277430584E-05  7.203824E-02  1.918467E-03  7.747752E-03  5.405892E-02  4.493079E-01
   9111  6.949675549611E-05  7.203760E-02  1.918467E-03  7.747817E-03  5.405983E-02  4.493193E-01
   9112  6.949999005072E-05  7.203709E-02  1.918466E-03  7.747870E-03  5.406057E-02  4.493286E-01
   9113  6.951160667627E-05  7.203525E-02  1.918465E-03  7.748059E-03  5.406324E-02  4.493619E-01
   9114  6.951901268475E-05  7.203408E-02  1.918464E-03  7.748180E-03  5.406494E-02  4.493832E-01
   9115  6.952414861224E-05  7.203326E-02  1.918464E-03  7.748263E-03  5.406612E-02  4.493979E-01
   9116  6.952813066533E-05  7.203263E-02  1.918463E-03  7.748328E-03  5.406704E-02  4.494093E-01
   9117  6.953136611919E-05  7.203212E-02  1.918463E-03  7.748381E-03  5.406778E-02  4.494186E-01
   9118  6.954298584588E-05  7.203028E-02  1.918462E-03  7.748570E-03  5.407044E-02  4.494519E-01
   9119  6.955039397288E-05  7.202910E-02  1.918461E-03  7.748690E-03  5.407214E-02  4.494732E-01
   9120  6.955553143197E-05  7.202829E-02  1.918460E-03  7.748774E-03  5.407332E-02  4.494879E-01
   9121  6.955951435031E-05  7.202765E-02  1.918460E-03  7.748839E-03  5.407424E-02  4.494993E-01
   9122  6.956275070634E-05  7.202714E-02  1.918459E-03  7.748891E-03  5.407498E-02  4.495086E-01
   9123  6.957437353403E-05  7.202530E-02  1.918458E-03  7.749080E-03  5.407764E-02  4.495419E-01
   9124  6.958178378003E-05  7.202412E-02  1.918457E-03  7.749201E-03  5.407934E-02  4.495632E-01
   9125  6.958692277347E-05  7.202331E-02  1.918456E-03  7.749284E-03  5.408052E-02  4.495779E-01
   9126  6.959090655995E-05  7.202268E-02  1.918456E-03  7.749349E-03  5.408143E-02  4.495893E-01
   9127  6.959414382067E-05  7.202216E-02  1.918456E-03  7.749401E-03  5.408218E-02  4.495986E-01
   9128  6.960576976342E-05  7.202032E-02  1.918454E-03  7.749590E-03  5.408484E-02  4.496319E-01
   9129  6.961318213548E-05  7.201914E-02  1.918453E-03  7.749710E-03  5.408654E-02  4.496532E-01
   9130  6.961832266538E-05  7.201833E-02  1.918453E-03  7.749794E-03  5.408772E-02  4.496679E-01
   9131  6.962230732079E-05  7.201770E-02  1.918452E-03  7.749858E-03  5.408863E-02  4.496793E-01
   9132  6.962554548822E-05  7.201718E-02  1.918452E-03  7.749911E-03  5.408937E-02  4.496886E-01
   9133  6.963717455514E-05  7.201534E-02  1.918450E-03  7.750100E-03  5.409204E-02  4.497219E-01
   9134  6.964458905926E-05  7.201416E-02  1.918450E-03  7.750220E-03  5.409373E-02  4.497431E-01
   9135  6.964973113031E-05  7.201335E-02  1.918449E-03  7.750303E-03  5.409491E-02  4.497579E-01
   9136  6.965371665826E-05  7.201272E-02  1.918448E-03  7.750368E-03  5.409582E-02  4.497693E-01
   9137  6.965695573501E-05  7.201220E-02  1.918448E-03  7.750420E-03  5.409656E-02  4.497786E-01
   9138  6.966858793273E-05  7.201036E-02  1.918447E-03  7.750609E-03  5.409923E-02  4.498119E-01
   9139  6.967600457287E-05  7.200918E-02  1.918446E-03  7.750729E-03  5.410092E-02  4.498331E-01
   9140  6.968114818759E-05  7.200837E-02  1.918445E-03  7.750812E-03  5.410210E-02  4.498478E-01
   9141  6.968513458966E-05  7.200773E-02  1.918444E-03  7.750877E-03  5.410301E-02  4.498592E-01
   9142  6.968837457625E-05  7.200722E-02  1.918444E-03  7.750929E-03  5.410376E-02  4.498685E-01
   9143  6.970000990759E-05  7.200537E-02  1.918443E-03  7.751118E-03  5.410642E-02  4.499018E-01
   9144  6.970742868675E-05  7.200420E-02  1.918442E-03  7.751238E-03  5.410811E-02  4.499230E-01
   9145  6.971257384851E-05  7.200338E-02  1.918441E-03  7.751321E-03  5.410929E-02  4.499378E-01
   9146  6.971656112463E-05  7.200275E-02  1.918440E-03  7.751385E-03  5.411020E-02  4.499492E-01
   9147  6.971980202383E-05  7.200223E-02  1.918440E-03  7.751438E-03  5.411094E-02  4.499584E-01
   9148  6.973144049409E-05  7.200039E-02  1.918439E-03  7.751626E-03  5.411360E-02  4.499917E-01
   9149  6.973886141470E-05  7.199921E-02  1.918438E-03  7.751746E-03  5.411530E-02  4.500130E-01
   9150  6.974400812451E-05  7.199839E-02  1.918437E-03  7.751829E-03  5.411648E-02  4.500277E-01
   9151  6.974799627785E-05  7.199776E-02  1.918436E-03  7.751894E-03  5.411739E-02  4.500391E-01
   9152  6.975123808982E-05  7.199725E-02  1.918436E-03  7.751946E-03  5.411813E-02  4.500484E-01
   9153  6.976287969944E-05  7.199540E-02  1.918434E-03  7.752134E-03  5.412079E-02  4.500817E-01
   9154  6.977030276267E-05  7.199422E-02  1.918433E-03  7.752254E-03  5.412248E-02  4.501029E-01
   9155  6.977545102170E-05  7.199341E-02  1.918433E-03  7.752337E-03  5.412366E-02  4.501176E-01
   9156  6.977944005109E-05  7.199277E-02  1.918432E-03  7.752402E-03  5.412457E-02  4.501290E-01
   9157  6.978268277639E-05  7.199226E-02  1.918432E-03  7.752454E-03  5.412531E-02  4.501383E-01
   9158  6.979432753125E-05  7.199041E-02  1.918430E-03  7.752642E-03  5.412797E-02  4.501716E-01
   9159  6.980175274044E-05  7.198923E-02  1.918429E-03  7.752762E-03  5.412967E-02  4.501928E-01
   9160  6.980690255119E-05  7.198842E-02  1.918429E-03  7.752845E-03  5.413084E-02  4.502075E-01
   9161  6.981089246079E-05  7.198778E-02  1.918428E-03  7.752909E-03  5.413175E-02  4.502189E-01
   9162  6.981413610302E-05  7.198727E-02  1.918428E-03  7.752961E-03  5.413249E-02  4.502282E-01
   9163  6.982578401845E-05  7.198542E-02  1.918426E-03  7.753149E-03  5.413515E-02  4.502614E-01
   9164  6.983321138295E-05  7.198424E-02  1.918425E-03  7.753269E-03  5.413684E-02  4.502827E-01
   9165  6.983836275065E-05  7.198343E-02  1.918424E-03  7.753352E-03  5.413802E-02  4.502974E-01
   9166  6.984235353926E-05  7.198279E-02  1.918424E-03  7.753416E-03  5.413893E-02  4.503088E-01
   9167  6.984559809655E-05  7.198228E-02  1.918423E-03  7.753468E-03  5.413967E-02  4.503180E-01
   9168  6.985724915856E-05  7.198043E-02  1.918422E-03  7.753656E-03  5.414233E-02  4.503513E-01
   9169  6.986467867275E-05  7.197925E-02  1.918421E-03  7.753776E-03  5.414402E-02  4.503725E-01
   9170  6.986983159480E-05  7.197843E-02  1.918420E-03  7.753859E-03  5.414520E-02  4.503872E-01
   9171  6.987382326543E-05  7.197780E-02  1.918419E-03  7.753923E-03  5.414611E-02  4.503986E-01
   9172  6.987706874276E-05  7.197728E-02  1.918419E-03  7.753975E-03  5.414685E-02  4.504079E-01
   9173  6.988872297343E-05  7.197543E-02  1.918417E-03  7.754163E-03  5.414950E-02  4.504411E-01
   9174  6.989615464854E-05  7.197426E-02  1.918416E-03  7.754282E-03  5.415120E-02  4.504624E-01
   9175  6.990130913311E-05  7.197344E-02  1.918415E-03  7.754365E-03  5.415237E-02  4.504771E-01
   9176  6.990530168896E-05  7.197280E-02  1.918415E-03  7.754429E-03  5.415328E-02  4.504885E-01
   9177  6.990854808702E-05  7.197229E-02  1.918414E-03  7.754481E-03  5.415402E-02  4.504977E-01
   9178  6.992020548670E-05  7.197044E-02  1.918413E-03  7.754669E-03  5.415667E-02  4.505310E-01
   9179  6.992763932340E-05  7.196926E-02  1.918412E-03  7.754788E-03  5.415837E-02  4.505522E-01
   9180  6.993279537160E-05  7.196844E-02  1.918411E-03  7.754871E-03  5.415954E-02  4.505669E-01
   9181  6.993678880978E-05  7.196781E-02  1.918410E-03  7.754935E-03  5.416045E-02  4.505783E-01
   9182  6.994003612734E-05  7.196729E-02  1.918410E-03  7.754987E-03  5.416119E-02  4.505875E-01
   9183  6.995169669494E-05  7.196544E-02  1.918408E-03  7.755175E-03  5.416384E-02  4.506208E-01
   9184  6.995913269437E-05  7.196426E-02  1.918407E-03  7.755294E-03  5.416554E-02  4.506420E-01
   9185  6.996429030375E-05  7.196344E-02  1.918406E-03  7.755377E-03  5.416671E-02  4.506567E-01
   9186  6.996828462722E-05  7.196281E-02  1.918406E-03  7.755441E-03  5.416762E-02  4.506681E-01
   9187  6.997153286859E-05  7.196229E-02  1.918405E-03  7.755493E-03  5.416836E-02  4.506774E-01
   9188  6.998319661292E-05  7.196044E-02  1.918403E-03  7.755680E-03  5.417101E-02  4.507106E-01
   9189  6.999063477984E-05  7.195926E-02  1.918402E-03  7.755799E-03  5.417270E-02  4.507318E-01
   9190  6.999579395710E-05  7.195844E-02  1.918402E-03  7.755882E-03  5.417388E-02  4.507465E-01
   9191  6.999978916956E-05  7.195781E-02  1.918401E-03  7.755946E-03  5.417478E-02  4.507579E-01
   9192  7.000303833600E-05  7.195729E-02  1.918401E-03  7.755998E-03  5.417552E-02  4.507671E-01
   9193  7.001470526614E-05  7.195544E-02  1.918399E-03  7.756185E-03  5.417818E-02  4.508004E-01
   9194  7.002214560551E-05  7.195426E-02  1.918398E-03  7.756304E-03  5.417987E-02  4.508216E-01
   9195  7.002730635276E-05  7.195344E-02  1.918397E-03  7.756387E-03  5.418104E-02  4.508363E-01
   9196  7.003130245387E-05  7.195280E-02  1.918396E-03  7.756451E-03  5.418195E-02  4.508477E-01
   9197  7.003455254530E-05  7.195229E-02  1.918396E-03  7.756503E-03  5.418269E-02  4.508569E-01
   9198  7.004622266325E-05  7.195044E-02  1.918394E-03  7.756690E-03  5.418534E-02  4.508902E-01
   9199  7.005366517835E-05  7.194925E-02  1.918393E-03  7.756809E-03  5.418703E-02  4.509114E-01
   9200  7.005882749640E-05  7.194844E-02  1.918392E-03  7.756892E-03  5.418820E-02  4.509261E-01
   9201  7.006282448821E-05  7.194780E-02  1.918391E-03  7.756956E-03  5.418911E-02  4.509374E-01
   9202  7.006607550734E-05  7.194728E-02  1.918391E-03  7.757008E-03  5.418985E-02  4.509467E-01
   9203  7.007774881694E-05  7.194543E-02  1.918389E-03  7.757194E-03  5.419250E-02  4.509799E-01
   9204  7.008519350895E-05  7.194425E-02  1.918388E-03  7.757313E-03  5.419419E-02  4.510011E-01
   9205  7.009035740056E-05  7.194343E-02  1.918387E-03  7.757396E-03  5.419536E-02  4.510158E-01
   9206  7.009435528753E-05  7.194279E-02  1.918386E-03  7.757460E-03  5.419627E-02  4.510272E-01
   9207  7.009760723914E-05  7.194228E-02  1.918386E-03  7.757512E-03  5.419700E-02  4.510364E-01
   9208  7.010928374612E-05  7.194042E-02  1.918384E-03  7.757698E-03  5.419965E-02  4.510697E-01
   9209  7.011673062014E-05  7.193924E-02  1.918383E-03  7.757817E-03  5.420134E-02  4.510908E-01
   9210  7.012189609052E-05  7.193842E-02  1.918382E-03  7.757900E-03  5.420252E-02  4.511055E-01
   9211  7.012589487407E-05  7.193779E-02  1.918381E-03  7.757964E-03  5.420342E-02  4.511169E-01
   9212  7.012914775731E-05  7.193727E-02  1.918381E-03  7.758016E-03  5.420416E-02  4.511262E-01
   9213  7.014082747869E-05  7.193542E-02  1.918379E-03  7.758202E-03  5.420681E-02  4.511594E-01
   9214  7.014827654332E-05  7.193423E-02  1.918378E-03  7.758321E-03  5.420850E-02  4.511806E-01
   9215  7.015344359524E-05  7.193341E-02  1.918377E-03  7.758403E-03  5.420967E-02  4.511953E-01
   9216  7.015744327445E-05  7.193278E-02  1.918376E-03  7.758467E-03  5.421058E-02  4.512066E-01
   9217  7.016069709036E-05  7.193226E-02  1.918376E-03  7.758519E-03  5.421131E-02  4.512159E-01
   9218  7.017238002692E-05  7.193041E-02  1.918374E-03  7.758705E-03  5.421396E-02  4.512491E-01
   9219  7.017983128381E-05  7.192922E-02  1.918373E-03  7.758824E-03  5.421565E-02  4.512703E-01
   9220  7.018499992204E-05  7.192840E-02  1.918372E-03  7.758906E-03  5.421682E-02  4.512850E-01
   9221  7.018900050009E-05  7.192777E-02  1.918371E-03  7.758970E-03  5.421773E-02  4.512963E-01
   9222  7.019225525318E-05  7.192725E-02  1.918371E-03  7.759022E-03  5.421846E-02  4.513056E-01
   9223  7.020394141014E-05  7.192539E-02  1.918369E-03  7.759208E-03  5.422111E-02  4.513388E-01
   9224  7.021139486263E-05  7.192421E-02  1.918367E-03  7.759327E-03  5.422280E-02  4.513600E-01
   9225  7.021656508702E-05  7.192339E-02  1.918367E-03  7.759409E-03  5.422397E-02  4.513747E-01
   9226  7.022056656334E-05  7.192275E-02  1.918366E-03  7.759473E-03  5.422488E-02  4.513860E-01
   9227  7.022382225162E-05  7.192224E-02  1.918365E-03  7.759525E-03  5.422561E-02  4.513953E-01
   9228  7.023551162844E-05  7.192038E-02  1.918363E-03  7.759711E-03  5.422826E-02  4.514285E-01
   9229  7.024296727672E-05  7.191920E-02  1.918362E-03  7.759829E-03  5.422995E-02  4.514496E-01
   9230  7.024813908790E-05  7.191837E-02  1.918361E-03  7.759911E-03  5.423112E-02  4.514643E-01
   9231  7.025214146509E-05  7.191774E-02  1.918361E-03  7.759975E-03  5.423202E-02  4.514757E-01
   9232  7.025539809058E-05  7.191722E-02  1.918360E-03  7.760027E-03  5.423276E-02  4.514849E-01
   9233  7.026709069544E-05  7.191536E-02  1.918358E-03  7.760213E-03  5.423540E-02  4.515181E-01
   9234  7.027454854476E-05  7.191418E-02  1.918357E-03  7.760331E-03  5.423709E-02  4.515393E-01
   9235  7.027972194573E-05  7.191336E-02  1.918356E-03  7.760413E-03  5.423826E-02  4.515540E-01
   9236  7.028372522508E-05  7.191272E-02  1.918355E-03  7.760477E-03  5.423917E-02  4.515653E-01
   9237  7.028698279096E-05  7.191220E-02  1.918355E-03  7.760529E-03  5.423990E-02  4.515746E-01
   9238  7.029867863047E-05  7.191035E-02  1.918353E-03  7.760715E-03  5.424255E-02  4.516078E-01
   9239  7.030613868565E-05  7.190916E-02  1.918351E-03  7.760833E-03  5.424423E-02  4.516290E-01
   9240  7.031131368079E-05  7.190834E-02  1.918350E-03  7.760915E-03  5.424540E-02  4.516436E-01
   9241  7.031531786838E-05  7.190770E-02  1.918350E-03  7.760979E-03  5.424631E-02  4.516550E-01
   9242  7.031857637787E-05  7.190719E-02  1.918349E-03  7.761030E-03  5.424704E-02  4.516642E-01
   9243  7.033027547036E-05  7.190533E-02  1.918347E-03  7.761216E-03  5.424969E-02  4.516974E-01
   9244  7.033773774094E-05  7.190414E-02  1.918346E-03  7.761334E-03  5.425137E-02  4.517186E-01
   9245  7.034291433507E-05  7.190332E-02  1.918345E-03  7.761416E-03  5.425254E-02  4.517333E-01
   9246  7.034691942883E-05  7.190268E-02  1.918344E-03  7.761480E-03  5.425345E-02  4.517446E-01
   9247  7.035017888218E-05  7.190217E-02  1.918344E-03  7.761532E-03  5.425418E-02  4.517539E-01
   9248  7.036188121895E-05  7.190031E-02  1.918342E-03  7.761717E-03  5.425682E-02  4.517870E-01
   9249  7.036934570146E-05  7.189912E-02  1.918340E-03  7.761835E-03  5.425851E-02  4.518082E-01
   9250  7.037452389499E-05  7.189830E-02  1.918339E-03  7.761917E-03  5.425968E-02  4.518229E-01
   9251  7.037852989621E-05  7.189766E-02  1.918339E-03  7.761981E-03  5.426058E-02  4.518342E-01
   9252  7.038179029282E-05  7.189714E-02  1.918338E-03  7.762032E-03  5.426132E-02  4.518435E-01
   9253  7.039349587158E-05  7.189528E-02  1.918336E-03  7.762218E-03  5.426396E-02  4.518766E-01
   9254  7.040096256536E-05  7.189410E-02  1.918335E-03  7.762336E-03  5.426564E-02  4.518978E-01
   9255  7.040614235653E-05  7.189327E-02  1.918334E-03  7.762418E-03  5.426681E-02  4.519125E-01
   9256  7.041014926737E-05  7.189264E-02  1.918333E-03  7.762481E-03  5.426772E-02  4.519238E-01
   9257  7.041341061099E-05  7.189212E-02  1.918332E-03  7.762533E-03  5.426845E-02  4.519331E-01
   9258  7.042511945275E-05  7.189026E-02  1.918330E-03  7.762718E-03  5.427109E-02  4.519662E-01
   9259  7.043258837035E-05  7.188907E-02  1.918329E-03  7.762836E-03  5.427278E-02  4.519874E-01
   9260  7.043776976779E-05  7.188825E-02  1.918328E-03  7.762918E-03  5.427394E-02  4.520021E-01
   9261  7.044177758867E-05  7.188761E-02  1.918327E-03  7.762981E-03  5.427485E-02  4.520134E-01
   9262  7.044503987910E-05  7.188709E-02  1.918326E-03  7.763033E-03  5.427558E-02  4.520226E-01
   9263  7.045675198914E-05  7.188523E-02  1.918324E-03  7.763218E-03  5.427822E-02  4.520558E-01
   9264  7.046422313295E-05  7.188405E-02  1.918323E-03  7.763336E-03  5.427991E-02  4.520770E-01
   9265  7.046940613685E-05  7.188322E-02  1.918322E-03  7.763418E-03  5.428107E-02  4.520916E-01
   9266  7.047341487225E-05  7.188259E-02  1.918321E-03  7.763481E-03  5.428198E-02  4.521030E-01
   9267  7.047667811516E-05  7.188207E-02  1.918321E-03  7.763533E-03  5.428271E-02  4.521122E-01
   9268  7.048839349480E-05  7.188021E-02  1.918318E-03  7.763718E-03  5.428535E-02  4.521454E-01
