 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                temp          den           ener          sdot          sneut         s-snu         ye            1-sum
  11648  8.980646448608E-05  6.000000E+09  6.000000E+09  3.440772E+18  3.714473E+20  6.337212E+11  3.714473E+20  5.000000E-01 -3.108624E-15
  11649  8.981708595438E-05  6.000000E+09  6.000000E+09  3.440776E+18  3.713921E+20  6.337219E+11  3.713921E+20  5.000000E-01 -3.552714E-15
  11650  8.982427934495E-05  6.000000E+09  6.000000E+09  3.440779E+18  3.713536E+20  6.337223E+11  3.713536E+20  5.000000E-01 -3.774758E-15
  11651  8.982809294668E-05  6.000000E+09  6.000000E+09  3.440780E+18  3.713377E+20  6.337226E+11  3.713377E+20  5.000000E-01 -2.664535E-15
  11652  8.984193852720E-05  6.000000E+09  6.000000E+09  3.440786E+18  3.712744E+20  6.337235E+11  3.712744E+20  5.000000E-01 -3.552714E-15
  11653  8.985097537086E-05  6.000000E+09  6.000000E+09  3.440789E+18  3.712267E+20  6.337240E+11  3.712267E+20  5.000000E-01 -2.664535E-15
  11654  8.985736401377E-05  6.000000E+09  6.000000E+09  3.440791E+18  3.711925E+20  6.337245E+11  3.711925E+20  5.000000E-01 -3.330669E-15
  11655  8.986084247306E-05  6.000000E+09  6.000000E+09  3.440793E+18  3.711785E+20  6.337247E+11  3.711785E+20  5.000000E-01 -3.996803E-15
  11656  8.987363671564E-05  6.000000E+09  6.000000E+09  3.440797E+18  3.711205E+20  6.337255E+11  3.711205E+20  5.000000E-01 -4.662937E-15
  11657  8.988203621818E-05  6.000000E+09  6.000000E+09  3.440800E+18  3.710759E+20  6.337260E+11  3.710759E+20  5.000000E-01 -5.107026E-15
  11658  8.988800368554E-05  6.000000E+09  6.000000E+09  3.440803E+18  3.710439E+20  6.337264E+11  3.710439E+20  5.000000E-01 -5.107026E-15
  11659  8.989252951525E-05  6.000000E+09  6.000000E+09  3.440804E+18  3.710278E+20  6.337267E+11  3.710278E+20  5.000000E-01 -5.107026E-15
  11660  8.990879257417E-05  6.000000E+09  6.000000E+09  3.440810E+18  3.709527E+20  6.337278E+11  3.709527E+20  5.000000E-01 -5.107026E-15
  11661  8.991942596467E-05  6.000000E+09  6.000000E+09  3.440814E+18  3.708976E+20  6.337284E+11  3.708976E+20  5.000000E-01 -5.329071E-15
  11662  8.992662682614E-05  6.000000E+09  6.000000E+09  3.440817E+18  3.708591E+20  6.337289E+11  3.708591E+20  5.000000E-01 -5.329071E-15
  11663  8.993044261628E-05  6.000000E+09  6.000000E+09  3.440818E+18  3.708432E+20  6.337291E+11  3.708432E+20  5.000000E-01 -4.662937E-15
  11664  8.994429832220E-05  6.000000E+09  6.000000E+09  3.440824E+18  3.707800E+20  6.337300E+11  3.707800E+20  5.000000E-01 -4.440892E-15
  11665  8.995334341268E-05  6.000000E+09  6.000000E+09  3.440827E+18  3.707324E+20  6.337306E+11  3.707324E+20  5.000000E-01 -4.662937E-15
  11666  8.995973898963E-05  6.000000E+09  6.000000E+09  3.440829E+18  3.706983E+20  6.337310E+11  3.706983E+20  5.000000E-01 -5.107026E-15
  11667  8.996322410446E-05  6.000000E+09  6.000000E+09  3.440831E+18  3.706842E+20  6.337312E+11  3.706842E+20  5.000000E-01 -5.329071E-15
  11668  8.997604079777E-05  6.000000E+09  6.000000E+09  3.440835E+18  3.706262E+20  6.337321E+11  3.706262E+20  5.000000E-01 -5.551115E-15
  11669  8.998445530438E-05  6.000000E+09  6.000000E+09  3.440838E+18  3.705817E+20  6.337326E+11  3.705817E+20  5.000000E-01 -5.773160E-15
  11670  8.999043369483E-05  6.000000E+09  6.000000E+09  3.440841E+18  3.705497E+20  6.337330E+11  3.705497E+20  5.000000E-01 -5.773160E-15
  11671  8.999496611446E-05  6.000000E+09  6.000000E+09  3.440842E+18  3.705337E+20  6.337333E+11  3.705337E+20  5.000000E-01 -5.995204E-15
  11672  9.001124292150E-05  6.000000E+09  6.000000E+09  3.440848E+18  3.704586E+20  6.337343E+11  3.704586E+20  5.000000E-01 -6.661338E-15
  11673  9.002188838739E-05  6.000000E+09  6.000000E+09  3.440852E+18  3.704036E+20  6.337350E+11  3.704036E+20  5.000000E-01 -6.883383E-15
  11674  9.002909681048E-05  6.000000E+09  6.000000E+09  3.440855E+18  3.703652E+20  6.337355E+11  3.703652E+20  5.000000E-01 -6.883383E-15
  11675  9.003291481609E-05  6.000000E+09  6.000000E+09  3.440856E+18  3.703493E+20  6.337357E+11  3.703493E+20  5.000000E-01 -7.105427E-15
  11676  9.004678076071E-05  6.000000E+09  6.000000E+09  3.440862E+18  3.702862E+20  6.337366E+11  3.702862E+20  5.000000E-01 -7.105427E-15
  11677  9.005583417647E-05  6.000000E+09  6.000000E+09  3.440865E+18  3.702386E+20  6.337372E+11  3.702386E+20  5.000000E-01 -7.105427E-15
  11678  9.006223674739E-05  6.000000E+09  6.000000E+09  3.440867E+18  3.702045E+20  6.337376E+11  3.702045E+20  5.000000E-01 -7.105427E-15
  11679  9.006572858213E-05  6.000000E+09  6.000000E+09  3.440869E+18  3.701905E+20  6.337378E+11  3.701905E+20  5.000000E-01 -7.105427E-15
  11680  9.007856795822E-05  6.000000E+09  6.000000E+09  3.440873E+18  3.701325E+20  6.337386E+11  3.701325E+20  5.000000E-01 -7.993606E-15
  11681  9.008699763021E-05  6.000000E+09  6.000000E+09  3.440876E+18  3.700880E+20  6.337392E+11  3.700880E+20  5.000000E-01 -7.771561E-15
  11682  9.009298706826E-05  6.000000E+09  6.000000E+09  3.440879E+18  3.700560E+20  6.337396E+11  3.700560E+20  5.000000E-01 -7.771561E-15
  11683  9.009752615054E-05  6.000000E+09  6.000000E+09  3.440880E+18  3.700400E+20  6.337399E+11  3.700400E+20  5.000000E-01 -7.993606E-15
  11684  9.011381685085E-05  6.000000E+09  6.000000E+09  3.440886E+18  3.699650E+20  6.337409E+11  3.699650E+20  5.000000E-01 -7.993606E-15
  11685  9.012447450438E-05  6.000000E+09  6.000000E+09  3.440890E+18  3.699100E+20  6.337416E+11  3.699100E+20  5.000000E-01 -7.549517E-15
  11686  9.013169055884E-05  6.000000E+09  6.000000E+09  3.440893E+18  3.698716E+20  6.337420E+11  3.698716E+20  5.000000E-01 -7.549517E-15
  11687  9.013551080449E-05  6.000000E+09  6.000000E+09  3.440894E+18  3.698558E+20  6.337423E+11  3.698558E+20  5.000000E-01 -7.993606E-15
  11688  9.014938706582E-05  6.000000E+09  6.000000E+09  3.440900E+18  3.697928E+20  6.337432E+11  3.697928E+20  5.000000E-01 -7.549517E-15
  11689  9.015844886426E-05  6.000000E+09  6.000000E+09  3.440903E+18  3.697453E+20  6.337438E+11  3.697453E+20  5.000000E-01 -7.993606E-15
  11690  9.016485847706E-05  6.000000E+09  6.000000E+09  3.440905E+18  3.697112E+20  6.337442E+11  3.697112E+20  5.000000E-01 -8.437695E-15
  11691  9.016835708908E-05  6.000000E+09  6.000000E+09  3.440907E+18  3.696972E+20  6.337444E+11  3.696972E+20  5.000000E-01 -8.437695E-15
  11692  9.018121938786E-05  6.000000E+09  6.000000E+09  3.440911E+18  3.696392E+20  6.337452E+11  3.696392E+20  5.000000E-01 -7.771561E-15
  11693  9.018966439342E-05  6.000000E+09  6.000000E+09  3.440914E+18  3.695947E+20  6.337458E+11  3.695947E+20  5.000000E-01 -7.993606E-15
  11694  9.019566500672E-05  6.000000E+09  6.000000E+09  3.440917E+18  3.695628E+20  6.337461E+11  3.695628E+20  5.000000E-01 -7.993606E-15
  11695  9.020021082837E-05  6.000000E+09  6.000000E+09  3.440918E+18  3.695467E+20  6.337464E+11  3.695467E+20  5.000000E-01 -7.105427E-15
  11696  9.021651563758E-05  6.000000E+09  6.000000E+09  3.440924E+18  3.694719E+20  6.337475E+11  3.694719E+20  5.000000E-01 -7.327472E-15
  11697  9.022718564891E-05  6.000000E+09  6.000000E+09  3.440928E+18  3.694170E+20  6.337482E+11  3.694170E+20  5.000000E-01 -7.105427E-15
  11698  9.023440943569E-05  6.000000E+09  6.000000E+09  3.440931E+18  3.693786E+20  6.337486E+11  3.693786E+20  5.000000E-01 -7.105427E-15
  11699  9.023823194985E-05  6.000000E+09  6.000000E+09  3.440932E+18  3.693628E+20  6.337489E+11  3.693628E+20  5.000000E-01 -6.439294E-15
  11700  9.025211864832E-05  6.000000E+09  6.000000E+09  3.440937E+18  3.692999E+20  6.337497E+11  3.692999E+20  5.000000E-01 -6.439294E-15
  11701  9.026118891349E-05  6.000000E+09  6.000000E+09  3.440941E+18  3.692524E+20  6.337503E+11  3.692524E+20  5.000000E-01 -7.327472E-15
  11702  9.026760563860E-05  6.000000E+09  6.000000E+09  3.440943E+18  3.692184E+20  6.337507E+11  3.692184E+20  5.000000E-01 -7.327472E-15
  11703  9.027111110285E-05  6.000000E+09  6.000000E+09  3.440944E+18  3.692044E+20  6.337510E+11  3.692044E+20  5.000000E-01 -7.549517E-15
  11704  9.028399660161E-05  6.000000E+09  6.000000E+09  3.440949E+18  3.691464E+20  6.337518E+11  3.691464E+20  5.000000E-01 -7.549517E-15
  11705  9.029245713367E-05  6.000000E+09  6.000000E+09  3.440952E+18  3.691019E+20  6.337523E+11  3.691019E+20  5.000000E-01 -6.661338E-15
  11706  9.029846906580E-05  6.000000E+09  6.000000E+09  3.440955E+18  3.690700E+20  6.337527E+11  3.690700E+20  5.000000E-01 -7.549517E-15
  11707  9.030302172046E-05  6.000000E+09  6.000000E+09  3.440956E+18  3.690539E+20  6.337530E+11  3.690539E+20  5.000000E-01 -7.771561E-15
  11708  9.031934083377E-05  6.000000E+09  6.000000E+09  3.440962E+18  3.689792E+20  6.337540E+11  3.689792E+20  5.000000E-01 -7.993606E-15
  11709  9.033002335313E-05  6.000000E+09  6.000000E+09  3.440966E+18  3.689243E+20  6.337547E+11  3.689243E+20  5.000000E-01 -7.993606E-15
  11710  9.033725496136E-05  6.000000E+09  6.000000E+09  3.440969E+18  3.688860E+20  6.337552E+11  3.688860E+20  5.000000E-01 -8.437695E-15
  11711  9.034107977233E-05  6.000000E+09  6.000000E+09  3.440970E+18  3.688702E+20  6.337554E+11  3.688702E+20  5.000000E-01 -8.215650E-15
  11712  9.035497700236E-05  6.000000E+09  6.000000E+09  3.440975E+18  3.688074E+20  6.337563E+11  3.688074E+20  5.000000E-01 -8.437695E-15
  11713  9.036405580331E-05  6.000000E+09  6.000000E+09  3.440979E+18  3.687600E+20  6.337569E+11  3.687600E+20  5.000000E-01 -8.215650E-15
  11714  9.037047968619E-05  6.000000E+09  6.000000E+09  3.440981E+18  3.687260E+20  6.337573E+11  3.687260E+20  5.000000E-01 -7.771561E-15
  11715  9.037399205903E-05  6.000000E+09  6.000000E+09  3.440982E+18  3.687120E+20  6.337575E+11  3.687120E+20  5.000000E-01 -7.549517E-15
  11716  9.038690098474E-05  6.000000E+09  6.000000E+09  3.440987E+18  3.686541E+20  6.337584E+11  3.686541E+20  5.000000E-01 -7.549517E-15
  11717  9.039537720298E-05  6.000000E+09  6.000000E+09  3.440990E+18  3.686096E+20  6.337589E+11  3.686096E+20  5.000000E-01 -8.215650E-15
  11718  9.040140057511E-05  6.000000E+09  6.000000E+09  3.440993E+18  3.685777E+20  6.337593E+11  3.685777E+20  5.000000E-01 -8.215650E-15
  11719  9.040596014200E-05  6.000000E+09  6.000000E+09  3.440994E+18  3.685616E+20  6.337596E+11  3.685616E+20  5.000000E-01 -7.993606E-15
  11720  9.042229374804E-05  6.000000E+09  6.000000E+09  3.441000E+18  3.684870E+20  6.337606E+11  3.684870E+20  5.000000E-01 -7.993606E-15
  11721  9.043298892272E-05  6.000000E+09  6.000000E+09  3.441004E+18  3.684322E+20  6.337613E+11  3.684322E+20  5.000000E-01 -8.881784E-15
  11722  9.044022843895E-05  6.000000E+09  6.000000E+09  3.441007E+18  3.683939E+20  6.337618E+11  3.683939E+20  5.000000E-01 -8.659740E-15
  11723  9.044405557488E-05  6.000000E+09  6.000000E+09  3.441008E+18  3.683781E+20  6.337620E+11  3.683781E+20  5.000000E-01 -9.103829E-15
  11724  9.045796344255E-05  6.000000E+09  6.000000E+09  3.441013E+18  3.683154E+20  6.337629E+11  3.683154E+20  5.000000E-01 -9.103829E-15
  11725  9.046705085145E-05  6.000000E+09  6.000000E+09  3.441017E+18  3.682680E+20  6.337635E+11  3.682680E+20  5.000000E-01 -9.325873E-15
  11726  9.047348195671E-05  6.000000E+09  6.000000E+09  3.441019E+18  3.682341E+20  6.337639E+11  3.682341E+20  5.000000E-01 -8.881784E-15
  11727  9.047700130936E-05  6.000000E+09  6.000000E+09  3.441020E+18  3.682201E+20  6.337641E+11  3.682201E+20  5.000000E-01 -8.881784E-15
  11728  9.048993394697E-05  6.000000E+09  6.000000E+09  3.441025E+18  3.681622E+20  6.337649E+11  3.681622E+20  5.000000E-01 -8.659740E-15
  11729  9.049842604808E-05  6.000000E+09  6.000000E+09  3.441028E+18  3.681177E+20  6.337655E+11  3.681177E+20  5.000000E-01 -7.549517E-15
  11730  9.050446100903E-05  6.000000E+09  6.000000E+09  3.441031E+18  3.680858E+20  6.337659E+11  3.680858E+20  5.000000E-01 -7.105427E-15
  11731  9.050902757468E-05  6.000000E+09  6.000000E+09  3.441032E+18  3.680698E+20  6.337662E+11  3.680698E+20  5.000000E-01 -7.549517E-15
  11732  9.052537584427E-05  6.000000E+09  6.000000E+09  3.441038E+18  3.679952E+20  6.337672E+11  3.679952E+20  5.000000E-01 -6.661338E-15
  11733  9.053608380982E-05  6.000000E+09  6.000000E+09  3.441042E+18  3.679404E+20  6.337679E+11  3.679404E+20  5.000000E-01 -6.439294E-15
  11734  9.054333132031E-05  6.000000E+09  6.000000E+09  3.441045E+18  3.679022E+20  6.337683E+11  3.679022E+20  5.000000E-01 -7.327472E-15
  11735  9.054716080742E-05  6.000000E+09  6.000000E+09  3.441046E+18  3.678864E+20  6.337686E+11  3.678864E+20  5.000000E-01 -7.549517E-15
  11736  9.056107942481E-05  6.000000E+09  6.000000E+09  3.441051E+18  3.678238E+20  6.337695E+11  3.678238E+20  5.000000E-01 -8.215650E-15
  11737  9.057017552318E-05  6.000000E+09  6.000000E+09  3.441055E+18  3.677765E+20  6.337701E+11  3.677765E+20  5.000000E-01 -7.993606E-15
  11738  9.057661391438E-05  6.000000E+09  6.000000E+09  3.441057E+18  3.677426E+20  6.337705E+11  3.677426E+20  5.000000E-01 -8.659740E-15
  11739  9.058014031768E-05  6.000000E+09  6.000000E+09  3.441058E+18  3.677286E+20  6.337707E+11  3.677286E+20  5.000000E-01 -8.659740E-15
  11740  9.059309693927E-05  6.000000E+09  6.000000E+09  3.441063E+18  3.676707E+20  6.337715E+11  3.676707E+20  5.000000E-01 -9.325873E-15
  11741  9.060160511593E-05  6.000000E+09  6.000000E+09  3.441066E+18  3.676263E+20  6.337721E+11  3.676263E+20  5.000000E-01 -9.325873E-15
  11742  9.060765181249E-05  6.000000E+09  6.000000E+09  3.441068E+18  3.675944E+20  6.337724E+11  3.675944E+20  5.000000E-01 -9.547918E-15
  11743  9.061222546918E-05  6.000000E+09  6.000000E+09  3.441070E+18  3.675783E+20  6.337727E+11  3.675783E+20  5.000000E-01 -1.021405E-14
  11744  9.062858863054E-05  6.000000E+09  6.000000E+09  3.441076E+18  3.675039E+20  6.337738E+11  3.675039E+20  5.000000E-01 -1.043610E-14
  11745  9.063930956410E-05  6.000000E+09  6.000000E+09  3.441080E+18  3.674492E+20  6.337745E+11  3.674492E+20  5.000000E-01 -1.021405E-14
  11746  9.064656516953E-05  6.000000E+09  6.000000E+09  3.441083E+18  3.674110E+20  6.337749E+11  3.674110E+20  5.000000E-01 -9.769963E-15
  11747  9.065039704035E-05  6.000000E+09  6.000000E+09  3.441084E+18  3.673952E+20  6.337752E+11  3.673952E+20  5.000000E-01 -9.769963E-15
  11748  9.066432651431E-05  6.000000E+09  6.000000E+09  3.441089E+18  3.673326E+20  6.337760E+11  3.673326E+20  5.000000E-01 -9.325873E-15
  11749  9.067343137888E-05  6.000000E+09  6.000000E+09  3.441093E+18  3.672854E+20  6.337766E+11  3.672854E+20  5.000000E-01 -9.325873E-15
  11750  9.067987711505E-05  6.000000E+09  6.000000E+09  3.441095E+18  3.672516E+20  6.337770E+11  3.672516E+20  5.000000E-01 -9.769963E-15
  11751  9.068341063799E-05  6.000000E+09  6.000000E+09  3.441096E+18  3.672376E+20  6.337773E+11  3.672376E+20  5.000000E-01 -9.547918E-15
  11752  9.069639150332E-05  6.000000E+09  6.000000E+09  3.441101E+18  3.671797E+20  6.337781E+11  3.671797E+20  5.000000E-01 -9.547918E-15
  11753  9.070491593830E-05  6.000000E+09  6.000000E+09  3.441104E+18  3.671353E+20  6.337786E+11  3.671353E+20  5.000000E-01 -9.547918E-15
  11754  9.071097450638E-05  6.000000E+09  6.000000E+09  3.441106E+18  3.671034E+20  6.337790E+11  3.671034E+20  5.000000E-01 -9.325873E-15
  11755  9.071555534241E-05  6.000000E+09  6.000000E+09  3.441108E+18  3.670873E+20  6.337793E+11  3.670873E+20  5.000000E-01 -8.437695E-15
  11756  9.073193361094E-05  6.000000E+09  6.000000E+09  3.441114E+18  3.670129E+20  6.337804E+11  3.670129E+20  5.000000E-01 -7.771561E-15
  11757  9.074266767924E-05  6.000000E+09  6.000000E+09  3.441118E+18  3.669583E+20  6.337810E+11  3.669583E+20  5.000000E-01 -7.549517E-15
  11758  9.074993148274E-05  6.000000E+09  6.000000E+09  3.441121E+18  3.669202E+20  6.337815E+11  3.669202E+20  5.000000E-01 -7.327472E-15
  11759  9.075376576972E-05  6.000000E+09  6.000000E+09  3.441122E+18  3.669044E+20  6.337817E+11  3.669044E+20  5.000000E-01 -7.105427E-15
  11760  9.076770624306E-05  6.000000E+09  6.000000E+09  3.441127E+18  3.668419E+20  6.337826E+11  3.668419E+20  5.000000E-01 -6.217249E-15
  11761  9.077681997120E-05  6.000000E+09  6.000000E+09  3.441131E+18  3.667948E+20  6.337832E+11  3.667948E+20  5.000000E-01 -5.995204E-15
  11762  9.078327312890E-05  6.000000E+09  6.000000E+09  3.441133E+18  3.667610E+20  6.337836E+11  3.667610E+20  5.000000E-01 -6.217249E-15
  11763  9.078681385466E-05  6.000000E+09  6.000000E+09  3.441134E+18  3.667470E+20  6.337838E+11  3.667470E+20  5.000000E-01 -6.661338E-15
  11764  9.079981929478E-05  6.000000E+09  6.000000E+09  3.441139E+18  3.666891E+20  6.337847E+11  3.666891E+20  5.000000E-01 -6.661338E-15
  11765  9.080836021464E-05  6.000000E+09  6.000000E+09  3.441142E+18  3.666447E+20  6.337852E+11  3.666447E+20  5.000000E-01 -6.439294E-15
  11766  9.081443082701E-05  6.000000E+09  6.000000E+09  3.441144E+18  3.666128E+20  6.337856E+11  3.666128E+20  5.000000E-01 -5.551115E-15
  11767  9.081901894828E-05  6.000000E+09  6.000000E+09  3.441146E+18  3.665968E+20  6.337859E+11  3.665968E+20  5.000000E-01 -5.329071E-15
  11768  9.083541252999E-05  6.000000E+09  6.000000E+09  3.441152E+18  3.665225E+20  6.337869E+11  3.665225E+20  5.000000E-01 -5.329071E-15
  11769  9.084615989646E-05  6.000000E+09  6.000000E+09  3.441156E+18  3.664679E+20  6.337876E+11  3.664679E+20  5.000000E-01 -5.329071E-15
  11770  9.085343199366E-05  6.000000E+09  6.000000E+09  3.441159E+18  3.664298E+20  6.337881E+11  3.664298E+20  5.000000E-01 -5.329071E-15
  11771  9.085726872624E-05  6.000000E+09  6.000000E+09  3.441160E+18  3.664141E+20  6.337883E+11  3.664141E+20  5.000000E-01 -5.551115E-15
  11772  9.087122030695E-05  6.000000E+09  6.000000E+09  3.441165E+18  3.663516E+20  6.337892E+11  3.663516E+20  5.000000E-01 -5.773160E-15
  11773  9.088034297672E-05  6.000000E+09  6.000000E+09  3.441169E+18  3.663046E+20  6.337898E+11  3.663046E+20  5.000000E-01 -6.661338E-15
  11774  9.088680361987E-05  6.000000E+09  6.000000E+09  3.441171E+18  3.662708E+20  6.337902E+11  3.662708E+20  5.000000E-01 -6.661338E-15
  11775  9.089035162145E-05  6.000000E+09  6.000000E+09  3.441172E+18  3.662568E+20  6.337904E+11  3.662568E+20  5.000000E-01 -6.439294E-15
  11776  9.090338192094E-05  6.000000E+09  6.000000E+09  3.441177E+18  3.661990E+20  6.337912E+11  3.661990E+20  5.000000E-01 -6.439294E-15
  11777  9.091193952560E-05  6.000000E+09  6.000000E+09  3.441180E+18  3.661546E+20  6.337918E+11  3.661546E+20  5.000000E-01 -6.439294E-15
  11778  9.091802232751E-05  6.000000E+09  6.000000E+09  3.441182E+18  3.661227E+20  6.337922E+11  3.661227E+20  5.000000E-01 -6.217249E-15
  11779  9.092261782481E-05  6.000000E+09  6.000000E+09  3.441184E+18  3.661066E+20  6.337925E+11  3.661066E+20  5.000000E-01 -6.217249E-15
  11780  9.093902695884E-05  6.000000E+09  6.000000E+09  3.441190E+18  3.660324E+20  6.337935E+11  3.660324E+20  5.000000E-01 -5.995204E-15
  11781  9.094978780823E-05  6.000000E+09  6.000000E+09  3.441194E+18  3.659779E+20  6.337942E+11  3.659779E+20  5.000000E-01 -5.773160E-15
  11782  9.095706831105E-05  6.000000E+09  6.000000E+09  3.441197E+18  3.659398E+20  6.337947E+11  3.659398E+20  5.000000E-01 -4.662937E-15
  11783  9.096090752237E-05  6.000000E+09  6.000000E+09  3.441198E+18  3.659241E+20  6.337949E+11  3.659241E+20  5.000000E-01 -4.662937E-15
  11784  9.097487032895E-05  6.000000E+09  6.000000E+09  3.441203E+18  3.658618E+20  6.337958E+11  3.658618E+20  5.000000E-01 -4.884981E-15
  11785  9.098400202320E-05  6.000000E+09  6.000000E+09  3.441206E+18  3.658148E+20  6.337964E+11  3.658148E+20  5.000000E-01 -4.440892E-15
  11786  9.099047021386E-05  6.000000E+09  6.000000E+09  3.441209E+18  3.657810E+20  6.337968E+11  3.657810E+20  5.000000E-01 -3.996803E-15
  11787  9.099402556311E-05  6.000000E+09  6.000000E+09  3.441210E+18  3.657670E+20  6.337970E+11  3.657670E+20  5.000000E-01 -3.774758E-15
  11788  9.100708101665E-05  6.000000E+09  6.000000E+09  3.441215E+18  3.657092E+20  6.337978E+11  3.657092E+20  5.000000E-01 -3.774758E-15
  11789  9.101565551423E-05  6.000000E+09  6.000000E+09  3.441218E+18  3.656648E+20  6.337984E+11  3.656648E+20  5.000000E-01 -4.440892E-15
  11790  9.102175067285E-05  6.000000E+09  6.000000E+09  3.441220E+18  3.656329E+20  6.337988E+11  3.656329E+20  5.000000E-01 -4.440892E-15
  11791  9.102635365066E-05  6.000000E+09  6.000000E+09  3.441222E+18  3.656169E+20  6.337991E+11  3.656169E+20  5.000000E-01 -4.440892E-15
  11792  9.104277855221E-05  6.000000E+09  6.000000E+09  3.441228E+18  3.655428E+20  6.338001E+11  3.655428E+20  5.000000E-01 -3.996803E-15
  11793  9.105355305577E-05  6.000000E+09  6.000000E+09  3.441232E+18  3.654883E+20  6.338008E+11  3.654883E+20  5.000000E-01 -3.996803E-15
