 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                temp          den           ener          sdot          sneut         s-snu         ye            1-sum
    176  5.499365209085E-08  6.000000E+09  6.000000E+09  3.324553E+18  2.916634E+22  6.193689E+11  2.916634E+22  5.000000E-01 -7.993606E-15
    177  5.565154663793E-08  6.000000E+09  6.000000E+09  3.324573E+18  2.901545E+22  6.193704E+11  2.901545E+22  5.000000E-01 -7.771561E-15
    178  5.788280950709E-08  6.000000E+09  6.000000E+09  3.324637E+18  2.853905E+22  6.193754E+11  2.853905E+22  5.000000E-01 -7.327472E-15
    179  5.943185156396E-08  6.000000E+09  6.000000E+09  3.324681E+18  2.823667E+22  6.193789E+11  2.823667E+22  5.000000E-01 -6.661338E-15
    180  6.055697446106E-08  6.000000E+09  6.000000E+09  3.324712E+18  2.802959E+22  6.193814E+11  2.802959E+22  5.000000E-01 -6.439294E-15
    181  6.137000923813E-08  6.000000E+09  6.000000E+09  3.324735E+18  2.788595E+22  6.193832E+11  2.788595E+22  5.000000E-01 -6.883383E-15
    182  6.195684298556E-08  6.000000E+09  6.000000E+09  3.324752E+18  2.778521E+22  6.193845E+11  2.778521E+22  5.000000E-01 -6.883383E-15
    183  6.389640747462E-08  6.000000E+09  6.000000E+09  3.324805E+18  2.746795E+22  6.193887E+11  2.746795E+22  5.000000E-01 -7.105427E-15
    184  6.533094931511E-08  6.000000E+09  6.000000E+09  3.324844E+18  2.724726E+22  6.193919E+11  2.724726E+22  5.000000E-01 -7.105427E-15
    185  6.637430913469E-08  6.000000E+09  6.000000E+09  3.324873E+18  2.709342E+22  6.193941E+11  2.709342E+22  5.000000E-01 -7.105427E-15
    186  6.712997925196E-08  6.000000E+09  6.000000E+09  3.324893E+18  2.698525E+22  6.193957E+11  2.698525E+22  5.000000E-01 -7.327472E-15
    187  6.767842131635E-08  6.000000E+09  6.000000E+09  3.324908E+18  2.690836E+22  6.193969E+11  2.690836E+22  5.000000E-01 -7.771561E-15
    188  6.936610124797E-08  6.000000E+09  6.000000E+09  3.324953E+18  2.667943E+22  6.194005E+11  2.667943E+22  5.000000E-01 -7.327472E-15
    189  7.061128456408E-08  6.000000E+09  6.000000E+09  3.324986E+18  2.651742E+22  6.194032E+11  2.651742E+22  5.000000E-01 -7.771561E-15
    190  7.151952020027E-08  6.000000E+09  6.000000E+09  3.325010E+18  2.640265E+22  6.194051E+11  2.640265E+22  5.000000E-01 -8.437695E-15
    191  7.217859003173E-08  6.000000E+09  6.000000E+09  3.325028E+18  2.632107E+22  6.194065E+11  2.632107E+22  5.000000E-01 -8.659740E-15
    192  7.442967406567E-08  6.000000E+09  6.000000E+09  3.325087E+18  2.605211E+22  6.194113E+11  2.605211E+22  5.000000E-01 -7.771561E-15
    193  7.600221523191E-08  6.000000E+09  6.000000E+09  3.325127E+18  2.587215E+22  6.194145E+11  2.587215E+22  5.000000E-01 -7.771561E-15
    194  7.716335834702E-08  6.000000E+09  6.000000E+09  3.325157E+18  2.574310E+22  6.194170E+11  2.574310E+22  5.000000E-01 -7.771561E-15
    195  7.801163422594E-08  6.000000E+09  6.000000E+09  3.325179E+18  2.565075E+22  6.194187E+11  2.565075E+22  5.000000E-01 -7.549517E-15
    196  7.862966729082E-08  6.000000E+09  6.000000E+09  3.325195E+18  2.558446E+22  6.194200E+11  2.558446E+22  5.000000E-01 -7.771561E-15
    197  8.104103714664E-08  6.000000E+09  6.000000E+09  3.325256E+18  2.533289E+22  6.194250E+11  2.533289E+22  5.000000E-01 -7.549517E-15
    198  8.260971702048E-08  6.000000E+09  6.000000E+09  3.325296E+18  2.517469E+22  6.194282E+11  2.517469E+22  5.000000E-01 -7.105427E-15
    199  8.377202063445E-08  6.000000E+09  6.000000E+09  3.325325E+18  2.506009E+22  6.194305E+11  2.506009E+22  5.000000E-01 -7.327472E-15
    200  8.462413283639E-08  6.000000E+09  6.000000E+09  3.325347E+18  2.497742E+22  6.194323E+11  2.497742E+22  5.000000E-01 -7.105427E-15
    201  8.524708577787E-08  6.000000E+09  6.000000E+09  3.325362E+18  2.491768E+22  6.194335E+11  2.491768E+22  5.000000E-01 -7.327472E-15
    202  8.786905100551E-08  6.000000E+09  6.000000E+09  3.325427E+18  2.467204E+22  6.194388E+11  2.467204E+22  5.000000E-01 -6.661338E-15
    203  8.946910571335E-08  6.000000E+09  6.000000E+09  3.325466E+18  2.452626E+22  6.194420E+11  2.452626E+22  5.000000E-01 -6.883383E-15
    204  9.065985299812E-08  6.000000E+09  6.000000E+09  3.325496E+18  2.441977E+22  6.194444E+11  2.441977E+22  5.000000E-01 -7.105427E-15
    205  9.153644214405E-08  6.000000E+09  6.000000E+09  3.325517E+18  2.434241E+22  6.194461E+11  2.434241E+22  5.000000E-01 -7.771561E-15
    206  9.217935292955E-08  6.000000E+09  6.000000E+09  3.325533E+18  2.428622E+22  6.194474E+11  2.428622E+22  5.000000E-01 -7.549517E-15
    207  9.458878968382E-08  6.000000E+09  6.000000E+09  3.325591E+18  2.407938E+22  6.194522E+11  2.407938E+22  5.000000E-01 -7.993606E-15
    208  9.617833888477E-08  6.000000E+09  6.000000E+09  3.325629E+18  2.394585E+22  6.194553E+11  2.394585E+22  5.000000E-01 -8.215650E-15
    209  9.736478831028E-08  6.000000E+09  6.000000E+09  3.325657E+18  2.384770E+22  6.194576E+11  2.384770E+22  5.000000E-01 -8.215650E-15
    210  9.824093693651E-08  6.000000E+09  6.000000E+09  3.325678E+18  2.377604E+22  6.194593E+11  2.377604E+22  5.000000E-01 -8.659740E-15
    211  9.888558819869E-08  6.000000E+09  6.000000E+09  3.325694E+18  2.372375E+22  6.194606E+11  2.372375E+22  5.000000E-01 -9.325873E-15
    212  1.012812666782E-07  6.000000E+09  6.000000E+09  3.325750E+18  2.353238E+22  6.194653E+11  2.353238E+22  5.000000E-01 -9.547918E-15
    213  1.028803343349E-07  6.000000E+09  6.000000E+09  3.325788E+18  2.340699E+22  6.194683E+11  2.340699E+22  5.000000E-01 -9.547918E-15
    214  1.040779681577E-07  6.000000E+09  6.000000E+09  3.325816E+18  2.331436E+22  6.194706E+11  2.331436E+22  5.000000E-01 -9.992007E-15
    215  1.049653776990E-07  6.000000E+09  6.000000E+09  3.325836E+18  2.324640E+22  6.194723E+11  2.324640E+22  5.000000E-01 -1.043610E-14
    216  1.056203002920E-07  6.000000E+09  6.000000E+09  3.325852E+18  2.319663E+22  6.194736E+11  2.319663E+22  5.000000E-01 -1.088019E-14
    217  1.079332486442E-07  6.000000E+09  6.000000E+09  3.325905E+18  2.302319E+22  6.194780E+11  2.302319E+22  5.000000E-01 -1.110223E-14
    218  1.095447205440E-07  6.000000E+09  6.000000E+09  3.325942E+18  2.290430E+22  6.194811E+11  2.290430E+22  5.000000E-01 -1.132427E-14
    219  1.107557181325E-07  6.000000E+09  6.000000E+09  3.325970E+18  2.281606E+22  6.194834E+11  2.281606E+22  5.000000E-01 -1.088019E-14
    220  1.116560265193E-07  6.000000E+09  6.000000E+09  3.325990E+18  2.275107E+22  6.194851E+11  2.275107E+22  5.000000E-01 -1.043610E-14
    221  1.123224267662E-07  6.000000E+09  6.000000E+09  3.326005E+18  2.270330E+22  6.194863E+11  2.270330E+22  5.000000E-01 -1.154632E-14
    222  1.145903958171E-07  6.000000E+09  6.000000E+09  3.326057E+18  2.254270E+22  6.194906E+11  2.254270E+22  5.000000E-01 -1.154632E-14
    223  1.162166126119E-07  6.000000E+09  6.000000E+09  3.326093E+18  2.242925E+22  6.194936E+11  2.242925E+22  5.000000E-01 -1.176836E-14
    224  1.174427896407E-07  6.000000E+09  6.000000E+09  3.326121E+18  2.234470E+22  6.194959E+11  2.234470E+22  5.000000E-01 -1.132427E-14
    225  1.183574003830E-07  6.000000E+09  6.000000E+09  3.326141E+18  2.228218E+22  6.194976E+11  2.228218E+22  5.000000E-01 -1.132427E-14
    226  1.190363474754E-07  6.000000E+09  6.000000E+09  3.326156E+18  2.223609E+22  6.194988E+11  2.223609E+22  5.000000E-01 -1.065814E-14
    227  1.212811629863E-07  6.000000E+09  6.000000E+09  3.326206E+18  2.208542E+22  6.195030E+11  2.208542E+22  5.000000E-01 -1.110223E-14
    228  1.229204013422E-07  6.000000E+09  6.000000E+09  3.326242E+18  2.197691E+22  6.195060E+11  2.197691E+22  5.000000E-01 -1.065814E-14
    229  1.241603965413E-07  6.000000E+09  6.000000E+09  3.326269E+18  2.189574E+22  6.195083E+11  2.189574E+22  5.000000E-01 -9.769963E-15
    230  1.250882873360E-07  6.000000E+09  6.000000E+09  3.326290E+18  2.183551E+22  6.195099E+11  2.183551E+22  5.000000E-01 -9.769963E-15
    231  1.257790609569E-07  6.000000E+09  6.000000E+09  3.326305E+18  2.179097E+22  6.195112E+11  2.179097E+22  5.000000E-01 -9.325873E-15
    232  1.280163020843E-07  6.000000E+09  6.000000E+09  3.326353E+18  2.164827E+22  6.195153E+11  2.164827E+22  5.000000E-01 -9.769963E-15
    233  1.296654200019E-07  6.000000E+09  6.000000E+09  3.326389E+18  2.154446E+22  6.195182E+11  2.154446E+22  5.000000E-01 -9.769963E-15
    234  1.309167412523E-07  6.000000E+09  6.000000E+09  3.326416E+18  2.146653E+22  6.195205E+11  2.146653E+22  5.000000E-01 -1.065814E-14
    235  1.318559999160E-07  6.000000E+09  6.000000E+09  3.326436E+18  2.140851E+22  6.195222E+11  2.140851E+22  5.000000E-01 -1.132427E-14
    236  1.325572073284E-07  6.000000E+09  6.000000E+09  3.326451E+18  2.136548E+22  6.195234E+11  2.136548E+22  5.000000E-01 -1.132427E-14
    237  1.347954751533E-07  6.000000E+09  6.000000E+09  3.326499E+18  2.122954E+22  6.195274E+11  2.122954E+22  5.000000E-01 -1.132427E-14
    238  1.364522460055E-07  6.000000E+09  6.000000E+09  3.326534E+18  2.113019E+22  6.195304E+11  2.113019E+22  5.000000E-01 -1.154632E-14
    239  1.377131051571E-07  6.000000E+09  6.000000E+09  3.326560E+18  2.105536E+22  6.195326E+11  2.105536E+22  5.000000E-01 -1.221245E-14
    240  1.386623512957E-07  6.000000E+09  6.000000E+09  3.326580E+18  2.099947E+22  6.195343E+11  2.099947E+22  5.000000E-01 -1.243450E-14
    241  1.393729783270E-07  6.000000E+09  6.000000E+09  3.326595E+18  2.095790E+22  6.195356E+11  2.095790E+22  5.000000E-01 -1.199041E-14
    242  1.416166231991E-07  6.000000E+09  6.000000E+09  3.326642E+18  2.082797E+22  6.195395E+11  2.082797E+22  5.000000E-01 -1.243450E-14
    243  1.432798982501E-07  6.000000E+09  6.000000E+09  3.326676E+18  2.073282E+22  6.195424E+11  2.073282E+22  5.000000E-01 -1.221245E-14
    244  1.445493539250E-07  6.000000E+09  6.000000E+09  3.326703E+18  2.066093E+22  6.195446E+11  2.066093E+22  5.000000E-01 -1.265654E-14
    245  1.455078528084E-07  6.000000E+09  6.000000E+09  3.326723E+18  2.060707E+22  6.195463E+11  2.060707E+22  5.000000E-01 -1.332268E-14
    246  1.462273607331E-07  6.000000E+09  6.000000E+09  3.326737E+18  2.056689E+22  6.195475E+11  2.056689E+22  5.000000E-01 -1.354472E-14
    247  1.484789720914E-07  6.000000E+09  6.000000E+09  3.326784E+18  2.044241E+22  6.195514E+11  2.044241E+22  5.000000E-01 -1.332268E-14
    248  1.501481743959E-07  6.000000E+09  6.000000E+09  3.326818E+18  2.035120E+22  6.195543E+11  2.035120E+22  5.000000E-01 -1.332268E-14
    249  1.514257371416E-07  6.000000E+09  6.000000E+09  3.326844E+18  2.028208E+22  6.195565E+11  2.028208E+22  5.000000E-01 -1.354472E-14
    250  1.523931020692E-07  6.000000E+09  6.000000E+09  3.326863E+18  2.023015E+22  6.195582E+11  2.023015E+22  5.000000E-01 -1.354472E-14
    251  1.531212138074E-07  6.000000E+09  6.000000E+09  3.326878E+18  2.019129E+22  6.195594E+11  2.019129E+22  5.000000E-01 -1.332268E-14
    252  1.536715499581E-07  6.000000E+09  6.000000E+09  3.326889E+18  2.016206E+22  6.195604E+11  2.016206E+22  5.000000E-01 -1.332268E-14
    253  1.540959692814E-07  6.000000E+09  6.000000E+09  3.326897E+18  2.013960E+22  6.195611E+11  2.013960E+22  5.000000E-01 -1.310063E-14
    254  1.544370480603E-07  6.000000E+09  6.000000E+09  3.326904E+18  2.012150E+22  6.195617E+11  2.012150E+22  5.000000E-01 -1.332268E-14
    255  1.556805844880E-07  6.000000E+09  6.000000E+09  3.326929E+18  2.005609E+22  6.195638E+11  2.005609E+22  5.000000E-01 -1.354472E-14
    256  1.566228012231E-07  6.000000E+09  6.000000E+09  3.326948E+18  2.000688E+22  6.195654E+11  2.000688E+22  5.000000E-01 -1.332268E-14
    257  1.573329908772E-07  6.000000E+09  6.000000E+09  3.326962E+18  1.997000E+22  6.195666E+11  1.997000E+22  5.000000E-01 -1.398881E-14
    258  1.595896632621E-07  6.000000E+09  6.000000E+09  3.327007E+18  1.985394E+22  6.195704E+11  1.985394E+22  5.000000E-01 -1.332268E-14
    259  1.612697442166E-07  6.000000E+09  6.000000E+09  3.327041E+18  1.976850E+22  6.195733E+11  1.976850E+22  5.000000E-01 -1.265654E-14
    260  1.625613565886E-07  6.000000E+09  6.000000E+09  3.327066E+18  1.970344E+22  6.195754E+11  1.970344E+22  5.000000E-01 -1.287859E-14
    261  1.635437684022E-07  6.000000E+09  6.000000E+09  3.327085E+18  1.965432E+22  6.195771E+11  1.965432E+22  5.000000E-01 -1.265654E-14
    262  1.642863387562E-07  6.000000E+09  6.000000E+09  3.327100E+18  1.961741E+22  6.195783E+11  1.961741E+22  5.000000E-01 -1.310063E-14
    263  1.648495040183E-07  6.000000E+09  6.000000E+09  3.327111E+18  1.958955E+22  6.195793E+11  1.958955E+22  5.000000E-01 -1.243450E-14
    264  1.666754915465E-07  6.000000E+09  6.000000E+09  3.327147E+18  1.949980E+22  6.195823E+11  1.949980E+22  5.000000E-01 -1.354472E-14
    265  1.680874543709E-07  6.000000E+09  6.000000E+09  3.327174E+18  1.943105E+22  6.195846E+11  1.943105E+22  5.000000E-01 -1.376677E-14
    266  1.691672558575E-07  6.000000E+09  6.000000E+09  3.327195E+18  1.937889E+22  6.195864E+11  1.937889E+22  5.000000E-01 -1.376677E-14
    267  1.699862551156E-07  6.000000E+09  6.000000E+09  3.327211E+18  1.933957E+22  6.195878E+11  1.933957E+22  5.000000E-01 -1.443290E-14
    268  1.706070807935E-07  6.000000E+09  6.000000E+09  3.327223E+18  1.930992E+22  6.195888E+11  1.930992E+22  5.000000E-01 -1.376677E-14
    269  1.731207765507E-07  6.000000E+09  6.000000E+09  3.327271E+18  1.919098E+22  6.195929E+11  1.919098E+22  5.000000E-01 -1.443290E-14
    270  1.748172408546E-07  6.000000E+09  6.000000E+09  3.327304E+18  1.911160E+22  6.195957E+11  1.911160E+22  5.000000E-01 -1.398881E-14
    271  1.761283626893E-07  6.000000E+09  6.000000E+09  3.327329E+18  1.905082E+22  6.195979E+11  1.905082E+22  5.000000E-01 -1.443290E-14
    272  1.771309470241E-07  6.000000E+09  6.000000E+09  3.327348E+18  1.900469E+22  6.195995E+11  1.900469E+22  5.000000E-01 -1.421085E-14
    273  1.778925633207E-07  6.000000E+09  6.000000E+09  3.327362E+18  1.896984E+22  6.196007E+11  1.896984E+22  5.000000E-01 -1.487699E-14
    274  1.784724658398E-07  6.000000E+09  6.000000E+09  3.327373E+18  1.894343E+22  6.196017E+11  1.894343E+22  5.000000E-01 -1.532108E-14
    275  1.804200270936E-07  6.000000E+09  6.000000E+09  3.327410E+18  1.885534E+22  6.196048E+11  1.885534E+22  5.000000E-01 -1.465494E-14
    276  1.819378379593E-07  6.000000E+09  6.000000E+09  3.327439E+18  1.878732E+22  6.196073E+11  1.878732E+22  5.000000E-01 -1.509903E-14
    277  1.831077871604E-07  6.000000E+09  6.000000E+09  3.327461E+18  1.873532E+22  6.196092E+11  1.873532E+22  5.000000E-01 -1.509903E-14
    278  1.840011915647E-07  6.000000E+09  6.000000E+09  3.327478E+18  1.869586E+22  6.196106E+11  1.869586E+22  5.000000E-01 -1.487699E-14
    279  1.846810957768E-07  6.000000E+09  6.000000E+09  3.327490E+18  1.866599E+22  6.196117E+11  1.866599E+22  5.000000E-01 -1.598721E-14
    280  1.869745901563E-07  6.000000E+09  6.000000E+09  3.327533E+18  1.856610E+22  6.196154E+11  1.856610E+22  5.000000E-01 -1.598721E-14
    281  1.886769702951E-07  6.000000E+09  6.000000E+09  3.327564E+18  1.849270E+22  6.196181E+11  1.849270E+22  5.000000E-01 -1.598721E-14
    282  1.899990773676E-07  6.000000E+09  6.000000E+09  3.327589E+18  1.843620E+22  6.196202E+11  1.843620E+22  5.000000E-01 -1.665335E-14
    283  1.910151123777E-07  6.000000E+09  6.000000E+09  3.327608E+18  1.839308E+22  6.196218E+11  1.839308E+22  5.000000E-01 -1.620926E-14
    284  1.917906853737E-07  6.000000E+09  6.000000E+09  3.327622E+18  1.836035E+22  6.196230E+11  1.836035E+22  5.000000E-01 -1.576517E-14
    285  1.923836698958E-07  6.000000E+09  6.000000E+09  3.327633E+18  1.833545E+22  6.196240E+11  1.833545E+22  5.000000E-01 -1.643130E-14
    286  1.944493512445E-07  6.000000E+09  6.000000E+09  3.327671E+18  1.824928E+22  6.196272E+11  1.824928E+22  5.000000E-01 -1.687539E-14
    287  1.960712558501E-07  6.000000E+09  6.000000E+09  3.327700E+18  1.818226E+22  6.196298E+11  1.818226E+22  5.000000E-01 -1.620926E-14
    288  1.973310717222E-07  6.000000E+09  6.000000E+09  3.327723E+18  1.813062E+22  6.196318E+11  1.813062E+22  5.000000E-01 -1.709743E-14
    289  1.982998585444E-07  6.000000E+09  6.000000E+09  3.327740E+18  1.809117E+22  6.196333E+11  1.809117E+22  5.000000E-01 -1.754152E-14
    290  1.990407326483E-07  6.000000E+09  6.000000E+09  3.327754E+18  1.806117E+22  6.196344E+11  1.806117E+22  5.000000E-01 -1.776357E-14
    291  1.996093239000E-07  6.000000E+09  6.000000E+09  3.327764E+18  1.803824E+22  6.196353E+11  1.803824E+22  5.000000E-01 -1.731948E-14
    292  2.014857933519E-07  6.000000E+09  6.000000E+09  3.327798E+18  1.796301E+22  6.196382E+11  1.796301E+22  5.000000E-01 -1.709743E-14
    293  2.029558694964E-07  6.000000E+09  6.000000E+09  3.327824E+18  1.790458E+22  6.196405E+11  1.790458E+22  5.000000E-01 -1.665335E-14
    294  2.040952400884E-07  6.000000E+09  6.000000E+09  3.327845E+18  1.785962E+22  6.196423E+11  1.785962E+22  5.000000E-01 -1.665335E-14
    295  2.049706211983E-07  6.000000E+09  6.000000E+09  3.327860E+18  1.782528E+22  6.196436E+11  1.782528E+22  5.000000E-01 -1.665335E-14
    296  2.056414260784E-07  6.000000E+09  6.000000E+09  3.327872E+18  1.779910E+22  6.196447E+11  1.779910E+22  5.000000E-01 -1.754152E-14
    297  2.079689903663E-07  6.000000E+09  6.000000E+09  3.327914E+18  1.770899E+22  6.196483E+11  1.770899E+22  5.000000E-01 -1.776357E-14
    298  2.096885302752E-07  6.000000E+09  6.000000E+09  3.327944E+18  1.764304E+22  6.196509E+11  1.764304E+22  5.000000E-01 -1.776357E-14
    299  2.110336209147E-07  6.000000E+09  6.000000E+09  3.327968E+18  1.759189E+22  6.196530E+11  1.759189E+22  5.000000E-01 -1.820766E-14
    300  2.120749382671E-07  6.000000E+09  6.000000E+09  3.327986E+18  1.755255E+22  6.196546E+11  1.755255E+22  5.000000E-01 -1.798561E-14
    301  2.128754293235E-07  6.000000E+09  6.000000E+09  3.328000E+18  1.752248E+22  6.196558E+11  1.752248E+22  5.000000E-01 -1.842970E-14
    302  2.134911015252E-07  6.000000E+09  6.000000E+09  3.328011E+18  1.749946E+22  6.196567E+11  1.749946E+22  5.000000E-01 -1.776357E-14
    303  2.158790405245E-07  6.000000E+09  6.000000E+09  3.328052E+18  1.741084E+22  6.196603E+11  1.741084E+22  5.000000E-01 -1.754152E-14
    304  2.176059851568E-07  6.000000E+09  6.000000E+09  3.328082E+18  1.734734E+22  6.196629E+11  1.734734E+22  5.000000E-01 -1.754152E-14
    305  2.189604173973E-07  6.000000E+09  6.000000E+09  3.328106E+18  1.729796E+22  6.196650E+11  1.729796E+22  5.000000E-01 -1.731948E-14
    306  2.200117745813E-07  6.000000E+09  6.000000E+09  3.328124E+18  1.725988E+22  6.196666E+11  1.725988E+22  5.000000E-01 -1.754152E-14
    307  2.208220586394E-07  6.000000E+09  6.000000E+09  3.328138E+18  1.723069E+22  6.196678E+11  1.723069E+22  5.000000E-01 -1.798561E-14
    308  2.214466090779E-07  6.000000E+09  6.000000E+09  3.328149E+18  1.720830E+22  6.196687E+11  1.720830E+22  5.000000E-01 -1.820766E-14
    309  2.241269384464E-07  6.000000E+09  6.000000E+09  3.328195E+18  1.711299E+22  6.196727E+11  1.711299E+22  5.000000E-01 -1.887379E-14
    310  2.259036350062E-07  6.000000E+09  6.000000E+09  3.328225E+18  1.705041E+22  6.196754E+11  1.705041E+22  5.000000E-01 -1.887379E-14
    311  2.273024262977E-07  6.000000E+09  6.000000E+09  3.328249E+18  1.700157E+22  6.196775E+11  1.700157E+22  5.000000E-01 -1.931788E-14
    312  2.283923041176E-07  6.000000E+09  6.000000E+09  3.328267E+18  1.696376E+22  6.196791E+11  1.696376E+22  5.000000E-01 -1.909584E-14
    313  2.292349471951E-07  6.000000E+09  6.000000E+09  3.328282E+18  1.693469E+22  6.196803E+11  1.693469E+22  5.000000E-01 -1.953993E-14
    314  2.298856498946E-07  6.000000E+09  6.000000E+09  3.328293E+18  1.691235E+22  6.196813E+11  1.691235E+22  5.000000E-01 -1.953993E-14
    315  2.323396048722E-07  6.000000E+09  6.000000E+09  3.328334E+18  1.682874E+22  6.196849E+11  1.682874E+22  5.000000E-01 -1.887379E-14
    316  2.340856590148E-07  6.000000E+09  6.000000E+09  3.328363E+18  1.676977E+22  6.196875E+11  1.676977E+22  5.000000E-01 -1.931788E-14
    317  2.354624511361E-07  6.000000E+09  6.000000E+09  3.328387E+18  1.672365E+22  6.196895E+11  1.672365E+22  5.000000E-01 -1.976197E-14
    318  2.365370253857E-07  6.000000E+09  6.000000E+09  3.328405E+18  1.668788E+22  6.196911E+11  1.668788E+22  5.000000E-01 -1.953993E-14
    319  2.373695407721E-07  6.000000E+09  6.000000E+09  3.328418E+18  1.666032E+22  6.196923E+11  1.666032E+22  5.000000E-01 -1.931788E-14
    320  2.380140332683E-07  6.000000E+09  6.000000E+09  3.328429E+18  1.663908E+22  6.196932E+11  1.663908E+22  5.000000E-01 -1.998401E-14
    321  2.405532735027E-07  6.000000E+09  6.000000E+09  3.328471E+18  1.655605E+22  6.196969E+11  1.655605E+22  5.000000E-01 -2.020606E-14
